chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_S_1	NES_E_S_2	NES_E_S_3	NES_E_S_4
chr5	 25189884	 25189904	chr5-5300	    7.93	-	ENSG00000251273	LINC02228	intron|lncRNA	lncRNA	ncRNA	2	5.560513e-05	1	2	3	2	0	2	1	1	1	2	0	0	0	2	0	0	17	2.614037e-05	0	0	1.770604e-06
chr5	 25190264	 25190284	chr5-16696	    2.64	-	ENSG00000251273	LINC02228	intron|lncRNA	lncRNA	ncRNA	2	1.046815e-05	0	0	3	0	0	1	0	0	0	0	0	1	0	2	0	0	7	0	0	2.070822e-06	1.770604e-06
chr5	 25314519	 25314539	chr5-19851	    2.64	-			TE|unannotated	TE	TE	2	9.628691e-06	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr5	 26745312	 26745332	chr5-26975	    2.20	+			Other|unannotated	Other	Other	2	9.197021e-06	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	4	0	0	4.141644e-06	1.770604e-06
chr5	 27111596	 27111616	chr5-2010	   45.80	+	ENSG00000207261	RNU6-738P	snRNA	snRNA	ncRNA	1	0.0001277545	0	0	0	0	2	2	0	1	0	0	2	2	1	2	2	0	14	0	0	6.212466e-06	1.062362e-05
chr5	 28939635	 28939655	chr5-327	   47.20	+	ENSG00000259786	LINC02109	intron|lncRNA	lncRNA	ncRNA	2	0.0001316661	3	3	3	3	1	1	1	1	2	2	1	1	0	2	1	0	25	0	1.312112e-05	0	1.770604e-06
chr5	 31338157	 31338177	chr5-21405	    2.64	+			downstream 10K|TE|Other	TE	TE	3	8.351808e-06	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr5	 31467291	 31467311	chr5-21323	    5.29	+			Other|unannotated	Other	Other	2	1.700096e-05	0	0	0	1	1	1	0	0	0	1	1	0	0	2	0	2	9	0	0	2.070822e-06	1.770604e-06
chr5	 31820594	 31820614	chr5-860	   25.10	-	ENSG00000252373	RNU6-358P	snRNA	snRNA	ncRNA	1	6.605361e-05	1	1	1	1	1	1	0	0	1	1	4	1	0	2	1	0	16	0	0	1.449575e-05	3.541208e-06
chr5	 32309709	 32309729	chr5-12200	    4.85	+	ENSG00000207052	RNU6-378P	snRNA	snRNA	ncRNA	1	1.183257e-05	0	1	0	0	1	1	0	1	0	0	1	0	0	2	0	0	7	0	0	2.070822e-06	1.770604e-06
chr5	 34605547	 34605567	chr5-27106	    2.64	-			TE|unannotated	TE	TE	2	2.486461e-05	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	2	6	0	0	2.070822e-06	3.541208e-06
chr5	 34802314	 34802334	chr5-442	   82.40	+	ENSG00000039560	RAI14	downstream 10K|intron	intron	intron	2	0.0003343012	3	3	3	2	2	2	1	1	3	3	2	2	2	2	1	3	35	0	0	2.899151e-05	1.593544e-05
chr5	 35215874	 35215894	chr5-24765	    2.20	+			TE|unannotated	TE	TE	2	1.589121e-05	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	4	0	0	2.070822e-06	1.770604e-06
chr5	 36102614	 36102634	chr5-718	   30.00	-	ENSG00000164187	LMBRD2	3'UTR	3'UTR	3'UTR	1	0.0001887208	3	2	3	3	1	2	0	1	2	2	1	2	0	2	1	3	28	2.614037e-05	2.624224e-05	0	0
chr5	 36651139	 36651159	chr5-936	   29.50	+	ENSG00000079215	SLC1A3	intron|Other|CDS_Retained_intron	Other	Other	3	0.0008136617	2	0	2	3	1	1	0	1	0	2	2	1	0	2	3	3	23	0	0	6.212466e-06	7.082416e-06
chr5	 38940114	 38940134	chr5-109	  149.80	-	ENSG00000164327	RICTOR	3'UTR	3'UTR	3'UTR	1	0.0004482552	3	3	3	3	2	2	1	2	1	4	0	3	1	2	2	4	36	0	1.312112e-05	0	1.770604e-06
chr5	 40761128	 40761148	chr5-567	   32.20	-	ENSG00000132356	PRKAA1	3'UTR	3'UTR	3'UTR	1	0.0001128328	2	3	3	3	2	2	1	0	0	3	0	2	1	2	1	1	26	2.614037e-05	0	2.070822e-06	0
chr5	 41921448	 41921468	chr5-22	  198.30	+	ENSG00000205765	RIMOC1	3'UTR	3'UTR	3'UTR	1	0.0007073366	3	3	3	3	2	2	1	2	2	5	0	2	1	3	2	4	38	2.614037e-05	1.312112e-05	0	5.311812e-06
chr5	 42800521	 42800541	chr5-716	   32.60	-	ENSG00000250722	SELENOP	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002061492	1	3	3	3	1	2	1	1	1	3	1	1	1	2	0	3	27	2.614037e-05	1.312112e-05	0	0
chr5	 43225263	 43225283	chr5-18023	    3.08	+	ENSG00000177453	NIM1K	intron|TE	TE	TE	2	1.000192e-05	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr5	 43290073	 43290093	chr5-4	 1791.50	-	ENSG00000112972	HMGCS1	3'UTR	3'UTR	3'UTR	1	0.005095361	3	3	3	3	2	2	2	2	2	5	3	4	3	3	3	7	50	5.228075e-05	0	1.86374e-05	1.947664e-05
chr5	 43290221	 43290241	chr5-69	  265.80	-	ENSG00000112972	HMGCS1	3'UTR	3'UTR	3'UTR	1	0.00067607	3	3	3	3	2	2	1	2	2	5	2	2	0	2	3	3	38	0	0	2.070822e-06	3.541208e-06
chr5	 43494837	 43494857	chr5-82	   94.30	-	ENSG00000172244	C5orf34	intron	intron	intron	1	0.0003829617	2	3	3	3	2	2	0	1	0	4	2	2	1	2	3	3	33	0	0	2.070822e-06	5.311812e-06
chr5	 43526622	 43526642	chr5-851	   22.00	-	ENSG00000172239	PAIP1	3'UTR	3'UTR	3'UTR	1	6.142843e-05	2	2	3	3	1	1	1	0	0	3	1	0	0	2	1	1	21	0	1.312112e-05	0	1.770604e-06
chr5	 43526704	 43526724	chr5-124	   81.10	-	ENSG00000172239	PAIP1	3'UTR	3'UTR	3'UTR	1	0.0003171644	3	3	3	3	2	1	1	1	1	4	1	1	1	2	1	3	31	0	2.624224e-05	0	1.770604e-06
chr5	 43544147	 43544167	chr5-2943	   12.80	+			TE|unannotated	TE	TE	2	0.0001747959	1	0	0	0	1	1	0	0	0	1	1	0	0	2	1	3	11	0	0	2.070822e-06	5.311812e-06
chr5	 43764069	 43764089	chr5-26774	    2.20	-			TE|unannotated	TE	TE	2	9.293825e-06	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	5	0	0	2.070822e-06	1.770604e-06
chr5	 43950224	 43950244	chr5-19519	    2.64	+			TE|unannotated	TE	TE	2	1.063754e-05	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	4	0	0	6.212466e-06	1.770604e-06
chr5	 44816122	 44816142	chr5-10269	    4.41	+	ENSG00000112996	MRPS30	downstream 10K|intron|TE	TE	TE	3	4.981892e-05	0	1	1	1	0	1	1	0	0	0	0	1	0	2	0	1	9	2.614037e-05	0	0	1.770604e-06
chr5	 44827303	 44827323	chr5-179	   57.30	+	ENSG00000272335		Other|lncRNA	lncRNA	ncRNA	2	0.0002101898	3	3	3	3	2	2	0	0	2	4	1	0	0	2	1	3	29	2.614037e-05	1.312112e-05	0	0
chr5	 54302696	 54302716	chr5-18438	    3.08	-	ENSG00000185305	ARL15	intron|CDS_Retained_intron	CDS_RI	intron	2	7.797991e-06	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr5	 55237774	 55237794	chr5-20271	    2.64	+	ENSG00000251307	CCNO-DT	intron|TE|lncRNA	lncRNA	ncRNA	3	1.081264e-05	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	6	0	0	2.070822e-06	1.770604e-06
chr5	 55439853	 55439873	chr5-1282	  258.30	+			unannotated	UnAn	UnAn	1	0.0009892964	3	3	3	3	2	2	2	2	2	3	4	4	3	4	2	3	45	5.228075e-05	2.624224e-05	6.212466e-06	5.311812e-06
chr5	 55838130	 55838150	chr5-54	  921.50	-				UnAn	UnAn	0	0.002897109	3	3	3	3	2	2	2	2	3	4	3	3	4	2	3	6	48	0	0	2.070822e-06	1.593544e-05
chr5	 55939965	 55939985	chr5-25	  247.70	-	ENSG00000134352	IL6ST	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001117288	3	3	3	3	2	2	1	1	2	5	2	3	1	3	3	6	43	7.842112e-05	2.624224e-05	0	7.082416e-06
chr5	 56895475	 56895495	chr5-2823	   12.80	+	ENSG00000095015	MAP3K1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	9.349847e-05	2	3	2	2	1	1	0	0	0	3	0	1	1	2	1	0	19	2.614037e-05	1.312112e-05	0	0
chr5	 62775924	 62775944	chr5-350	   41.00	-				UnAn	UnAn	0	0.0001998031	1	2	3	3	1	1	0	0	1	4	2	0	1	2	2	5	28	5.228075e-05	0	0	3.541208e-06
chr5	 63119679	 63119699	chr5-1220	   23.40	-			unannotated	UnAn	UnAn	1	0.000254771	0	1	3	2	1	1	1	0	0	2	1	2	0	2	2	4	22	0	0	4.141644e-06	3.541208e-06
chr5	 63935554	 63935574	chr5-22020	    3.08	+			TE|unannotated	TE	TE	2	9.20076e-06	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	4	0	0	2.070822e-06	3.541208e-06
chr5	 64840356	 64840376	chr5-13648	    3.53	+	ENSG00000153015	CWC27	intron|Other|CDS_Retained_intron	Other	Other	3	1.572679e-05	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	1	6	0	0	2.070822e-06	3.541208e-06
chr5	 65624719	 65624739	chr5-1057	   30.80	-	ENSG00000113595	TRIM23	intron	intron	intron	1	0.0004410844	2	0	2	1	1	1	0	0	0	2	2	2	0	2	4	4	23	0	0	4.141644e-06	3.541208e-06
chr5	 66079386	 66079406	chr5-58	  189.50	+	ENSG00000112851	ERBIN	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0005697576	3	3	3	3	1	2	1	1	1	3	2	3	0	2	2	3	33	5.228075e-05	0	1.242493e-05	0
chr5	 66080144	 66080164	chr5-1492	   17.20	+	ENSG00000112851	ERBIN	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	8.813614e-05	2	2	3	3	0	1	1	1	1	3	1	0	0	2	1	1	22	2.614037e-05	1.312112e-05	0	0
chr5	 67647408	 67647428	chr5-2430	   13.20	-				UnAn	UnAn	0	0.0001071957	0	1	1	2	1	1	0	1	1	3	1	1	0	2	1	2	18	0	0	2.070822e-06	3.541208e-06
chr5	 67750181	 67750201	chr5-12827	    3.97	-	ENSG00000250421		intron|lncRNA	lncRNA	ncRNA	2	4.906376e-05	2	3	0	2	1	0	0	0	1	1	0	0	0	2	0	0	12	2.614037e-05	1.312112e-05	0	0
chr5	 67984156	 67984176	chr5-22522	    2.64	+			Other|unannotated	Other	Other	2	1.023214e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	5	0	0	2.070822e-06	3.541208e-06
chr5	 69373697	 69373717	chr5-4043	    9.25	-				UnAn	UnAn	0	3.696692e-05	0	0	0	0	1	1	0	1	0	0	1	1	0	2	0	1	8	0	0	6.212466e-06	8.85302e-06
chr5	 70071510	 70071530	chr5-15751	    3.08	-			TE|unannotated	TE	TE	2	9.208303e-06	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	5	0	0	2.070822e-06	3.541208e-06
chr5	 70254382	 70254402	chr5-20416	    2.64	-	ENSG00000253816	GUSBP14	intron|TE	TE	TE	2	8.351808e-06	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr5	 70255994	 70256014	chr5-3739	   10.10	-	ENSG00000253816	GUSBP14	intron	intron	intron	1	6.373921e-05	1	2	2	3	2	1	1	2	0	0	0	0	0	2	0	0	16	2.614037e-05	1.312112e-05	0	0
chr5	 71850982	 71851002	chr5-152	   88.60	+			unannotated	UnAn	UnAn	1	0.000384818	3	3	3	2	2	2	1	2	1	2	2	2	1	2	3	4	35	0	0	1.449575e-05	5.311812e-06
chr5	 72206658	 72206678	chr5-825	   26.40	+	ENSG00000131711	MAP1B	3'UTR	3'UTR	3'UTR	1	6.433185e-05	1	3	3	3	2	2	0	1	1	3	0	0	0	2	1	1	23	0	0	4.141644e-06	1.770604e-06
chr5	 72206714	 72206734	chr5-153	  115.50	+	ENSG00000131711	MAP1B	3'UTR	3'UTR	3'UTR	1	0.0004398056	3	3	3	3	2	2	1	1	2	4	2	1	1	3	1	4	36	5.228075e-05	2.624224e-05	0	3.541208e-06
chr5	 72207978	 72207998	chr5-35	  239.70	+	ENSG00000131711	MAP1B	3'UTR|Other	3'UTR	3'UTR	2	0.000899862	3	3	3	3	2	2	2	1	2	4	0	2	2	2	3	4	38	0	2.624224e-05	0	2.301785e-05
chr5	 72909142	 72909162	chr5-307	   40.10	+	ENSG00000083312	TNPO1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0003105397	3	3	3	3	2	2	2	1	2	3	0	3	0	2	2	5	36	0	1.312112e-05	6.212466e-06	0
chr5	 73548914	 73548934	chr5-838	  529.70	-			downstream 10K	DS10K	DS10K	1	0.001536718	3	3	3	3	2	2	1	2	1	4	2	3	2	3	3	5	42	2.614037e-05	2.624224e-05	0	1.770604e-06
chr5	 74183001	 74183021	chr5-3018	   12.80	-	ENSG00000248673	LINC01331	intron|lncRNA	lncRNA	ncRNA	2	0.0002062241	0	1	2	1	1	1	0	0	0	3	0	0	0	2	3	2	16	0	0	2.070822e-06	3.541208e-06
chr5	 74627438	 74627458	chr5-14	  418.70	-	ENSG00000171617	ENC1	3'UTR	3'UTR	3'UTR	1	0.00106798	3	3	3	3	2	2	1	2	2	4	2	2	0	2	3	4	38	2.614037e-05	1.312112e-05	0	0
chr5	 74725162	 74725182	chr5-1452	   20.30	-	ENSG00000164347	GFM2	intron|snRNA	snRNA	ncRNA	2	8.617811e-05	2	0	3	0	2	1	2	1	1	3	2	2	1	2	1	0	23	0	0	6.212466e-06	3.541208e-06
chr5	 76146797	 76146817	chr5-1523	   24.20	+	ENSG00000122012	SV2C	intron|Other	Other	Other	2	0.0002686067	0	0	1	1	1	1	0	0	0	1	2	0	1	2	3	5	18	0	0	4.141644e-06	1.770604e-06
chr5	 77785677	 77785697	chr5-971	   26.00	+	ENSG00000213763	ACTBP2		UnAn	UnAn	0	7.576058e-05	3	3	3	3	2	2	1	0	0	3	0	0	0	2	0	2	24	0	0	6.212466e-06	3.541208e-06
chr5	 77786138	 77786158	chr5-26	 1215.90	+				UnAn	UnAn	0	0.003786105	3	3	3	3	2	2	2	2	3	4	2	4	4	4	4	5	50	5.228075e-05	0.0001312112	2.692069e-05	3.187087e-05
chr5	 77786284	 77786304	chr5-180	   80.20	+				UnAn	UnAn	0	0.0005842088	3	3	3	3	2	2	2	1	1	4	0	0	1	2	1	4	32	0	1.312112e-05	2.070822e-06	0
chr5	 77786449	 77786469	chr5-55	  554.40	+				UnAn	UnAn	0	0.002005309	3	3	3	3	2	2	1	1	2	4	2	2	3	3	4	5	43	7.842112e-05	9.184785e-05	0	1.770604e-06
chr5	 78527369	 78527389	chr5-6676	    7.05	-	ENSG00000145685	LHFPL2	intron	intron	intron	1	7.672381e-05	0	0	0	0	1	1	0	0	0	2	0	1	0	2	0	2	9	0	0	2.070822e-06	1.770604e-06
chr5	 80138970	 80138990	chr5-463	   26.90	-	ENSG00000164300	SERINC5	3'UTR|intron	3'UTR	3'UTR	2	0.0001325415	2	2	3	3	1	2	1	0	1	2	0	0	0	2	0	3	22	2.614037e-05	1.312112e-05	0	0
chr5	 80229027	 80229047	chr5-16308	    3.08	-	ENSG00000164300	SERINC5	intron	intron	intron	1	1.033364e-05	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr5	 80299536	 80299556	chr5-3	 2287.30	-				UnAn	UnAn	0	0.008203653	3	3	3	3	2	2	2	2	3	5	2	3	4	4	4	7	52	5.228075e-05	0.0001836957	3.934562e-05	5.665933e-05
chr5	 80650524	 80650544	chr5-961	   29.10	-	ENSG00000228716	DHFR	intron|CDS_Retained_intron	CDS_RI	intron	2	8.944364e-05	0	0	2	1	2	2	1	0	1	2	3	3	1	2	0	0	20	0	0	4.141644e-06	1.770604e-06
chr5	 80650728	 80650748	chr5-4999	   11.00	-	ENSG00000228716	DHFR	intron|CDS_Retained_intron	CDS_RI	intron	2	3.823408e-05	0	0	2	0	2	2	2	0	1	0	1	2	0	2	0	0	14	0	0	2.070822e-06	1.770604e-06
chr5	 80650794	 80650814	chr5-232	  115.00	-	ENSG00000228716	DHFR	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0006546422	3	3	3	3	2	2	2	2	3	4	2	4	2	3	2	3	43	0	1.312112e-05	1.86374e-05	1.593544e-05
chr5	 80650912	 80650932	chr5-108	   85.10	-	ENSG00000228716	DHFR	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0004855657	3	2	2	2	2	2	1	1	2	4	2	3	1	2	2	4	35	0	0	4.141644e-06	1.062362e-05
chr5	 80651123	 80651143	chr5-246	  108.90	-	ENSG00000228716	DHFR	intron|CDS_Retained_intron	CDS_RI	intron	2	0.001465858	3	3	3	3	2	2	1	2	3	4	4	2	1	4	6	5	48	2.614037e-05	1.312112e-05	2.070822e-05	1.416483e-05
chr5	 80651209	 80651229	chr5-1174	   17.60	-	ENSG00000228716	DHFR	intron|CDS_Retained_intron	CDS_RI	intron	2	7.672818e-05	1	2	2	3	2	2	1	0	1	2	3	2	0	2	1	2	26	0	0	2.070822e-06	7.082416e-06
chr5	 80651279	 80651299	chr5-1475	   18.50	-	ENSG00000228716	DHFR	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001031815	0	1	3	3	2	2	1	1	1	2	2	2	0	2	0	0	22	0	0	4.141644e-06	3.541208e-06
chr5	 80651424	 80651444	chr5-696	   42.30	-	ENSG00000228716	DHFR	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002459363	1	3	3	3	2	2	1	1	2	4	3	2	1	2	1	0	31	0	0	4.141644e-06	7.082416e-06
chr5	 81739172	 81739192	chr5-23568	    2.20	+			TE|unannotated	TE	TE	2	8.597607e-06	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr5	 82901923	 82901943	chr5-12171	    3.97	+			unannotated	UnAn	UnAn	1	1.623514e-05	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr5	 83055270	 83055290	chr5-4004	    9.70	-	ENSG00000174695	TMEM167A	3'UTR	3'UTR	3'UTR	1	3.482008e-05	2	1	2	2	1	1	0	1	0	0	0	1	0	2	0	1	14	0	1.312112e-05	0	1.770604e-06
chr5	 86088577	 86088597	chr5-370	  239.30	+				UnAn	UnAn	0	0.0009126186	3	3	3	3	2	2	1	1	1	3	2	2	1	2	1	4	34	5.228075e-05	1.312112e-05	0	0
chr5	 86538481	 86538501	chr5-756	   22.50	-			unannotated	UnAn	UnAn	1	6.651753e-05	3	3	3	3	1	1	1	1	0	0	1	2	0	2	0	0	21	0	0	2.070822e-06	1.770604e-06
chr5	 87344674	 87344694	chr5-23828	    2.20	-	ENSG00000134480	CCNH	intron|TE	TE	TE	2	1.245446e-05	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr5	 91370991	 91371011	chr5-167	   73.20	-	ENSG00000113369	ARRDC3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002541637	3	3	3	3	1	2	0	1	0	2	1	0	1	2	1	3	26	2.614037e-05	0	4.141644e-06	0
chr5	 92560878	 92560898	chr5-25480	    2.64	-	ENSG00000249776		intron|lncRNA	lncRNA	ncRNA	2	1.711481e-05	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr5	 93451319	 93451339	chr5-25594	    2.64	+			Other|unannotated	Other	Other	2	1.711764e-05	0	1	0	0	0	0	0	0	0	1	0	1	1	2	0	0	6	0	0	2.070822e-06	1.770604e-06
chr5	 93594330	 93594350	chr5-786	   26.00	+	ENSG00000175745	NR2F1	3'UTR	3'UTR	3'UTR	1	0.0001500479	3	3	3	3	2	2	0	0	1	4	1	1	0	2	1	3	29	2.614037e-05	0	0	1.770604e-06
chr5	 93717443	 93717463	chr5-8526	    5.73	-	ENSG00000113391	FAM172A	intron	intron	intron	1	1.644843e-05	0	0	0	1	1	1	0	0	0	0	0	1	0	2	1	2	9	0	0	4.141644e-06	1.770604e-06
chr5	 94569481	 94569501	chr5-314	  177.60	-	ENSG00000185261	KIAA0825	intron	intron	intron	1	0.000541269	3	3	3	3	2	2	2	1	3	2	2	3	2	2	2	1	36	0	0	1.035411e-05	5.311812e-06
chr5	 97056997	 97057017	chr5-5947	    8.37	-	ENSG00000213701	SETP22		UnAn	UnAn	0	8.204628e-05	0	2	2	3	1	0	0	0	1	2	0	0	0	2	0	0	13	5.228075e-05	1.312112e-05	0	0
chr5	 97788979	 97788999	chr5-28558	    2.64	+			Other|unannotated	Other	Other	2	1.03601e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	6	0	0	2.070822e-06	1.770604e-06
chr5	 98339873	 98339893	chr5-40	  259.60	+				UnAn	UnAn	0	0.001162088	3	3	3	3	2	2	1	2	2	3	2	2	2	3	4	4	41	0	5.248448e-05	2.070822e-06	1.770604e-06
chr5	 98340187	 98340207	chr5-4029	   13.20	+				UnAn	UnAn	0	0.000112738	1	0	3	2	1	2	0	1	1	2	1	1	0	2	1	3	21	0	1.312112e-05	0	1.770604e-06
chr5	 98340306	 98340326	chr5-107	  230.50	+				UnAn	UnAn	0	0.00128589	2	3	3	3	2	2	1	2	2	3	1	2	2	3	3	3	37	5.228075e-05	9.184785e-05	0	3.541208e-06
chr5	104404496	104404516	chr5-28367	    2.20	-	ENSG00000251574		intron|TE|TE|lncRNA	lncRNA	ncRNA	4	1.49474e-05	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	5	0	0	2.070822e-06	1.770604e-06
chr5	106242542	106242562	chr5-20785	    2.20	-			TE|unannotated	TE	TE	2	1.250493e-05	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr5	109014889	109014909	chr5-3331	   11.50	-	ENSG00000206593	RNU6-47P	snRNA	snRNA	ncRNA	1	3.828084e-05	1	0	0	0	1	2	0	1	0	1	2	1	0	2	0	0	11	0	0	6.212466e-06	3.541208e-06
chr5	109605215	109605235	chr5-29269	    2.64	+			TE|unannotated	TE	TE	2	5.631372e-05	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	5	0	0	4.141644e-06	1.770604e-06
chr5	110971550	110971570	chr5-11192	    3.97	+			Other|unannotated	Other	Other	2	1.4769e-05	0	0	1	0	1	0	0	0	0	0	1	1	0	2	0	1	7	0	0	2.070822e-06	1.770604e-06
chr5	111128079	111128099	chr5-97	   88.60	+	ENSG00000134987	WDR36	3'UTR	3'UTR	3'UTR	1	0.0002724004	3	3	3	3	2	2	1	1	2	4	2	1	0	2	2	3	34	0	1.312112e-05	0	1.770604e-06
chr5	113596083	113596103	chr5-26980	    2.20	-			TE|unannotated	TE	TE	2	7.962975e-06	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	5	0	0	2.070822e-06	1.770604e-06
chr5	115718601	115718621	chr5-30424	    2.20	+			TE|unannotated	TE	TE	2	6.616681e-05	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	4	0	0	2.070822e-06	3.541208e-06
chr5	115914023	115914043	chr5-1522	   16.70	+	ENSG00000177879	AP3S1	3'UTR	3'UTR	3'UTR	1	0.0001219987	2	0	3	2	1	2	0	1	0	2	0	0	0	2	1	3	19	5.228075e-05	1.312112e-05	0	0
chr5	116818101	116818121	chr5-848	   70.10	+			unannotated	UnAn	UnAn	1	0.0003090941	2	3	2	3	2	2	1	2	1	3	3	3	2	2	1	0	32	0	0	4.141644e-06	1.770604e-06
chr5	117206781	117206801	chr5-11086	    4.41	-			unannotated	UnAn	UnAn	1	6.542082e-05	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	2	9	0	0	2.070822e-06	1.770604e-06
chr5	118329272	118329292	chr5-31857	    2.20	+			TE|unannotated	TE	TE	2	5.213188e-05	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr5	118974526	118974546	chr5-1993	   12.80	+				UnAn	UnAn	0	4.033271e-05	1	1	2	3	2	1	1	0	0	2	1	1	0	2	0	1	18	0	0	4.141644e-06	1.770604e-06
chr5	118974627	118974647	chr5-3397	    9.70	+	ENSG00000283498	MIR1244-2	miRNA	Other	ncRNA	1	5.338635e-05	0	2	3	0	0	1	0	0	0	3	0	0	0	2	0	1	12	2.614037e-05	0	0	1.770604e-06
chr5	118974793	118974813	chr5-115	  132.20	+				UnAn	UnAn	0	0.0004872727	3	3	3	3	2	2	2	1	3	4	2	1	0	2	2	4	37	5.228075e-05	0	0	1.770604e-06
chr5	123655266	123655286	chr5-25638	    3.53	+			unannotated	UnAn	UnAn	1	2.119394e-05	0	0	0	0	1	0	0	0	0	0	1	1	1	2	0	0	6	0	0	2.070822e-06	3.541208e-06
chr5	123761060	123761080	chr5-25632	    2.64	+			unannotated	UnAn	UnAn	1	7.492062e-06	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr5	124470343	124470363	chr5-25618	    2.20	+				UnAn	UnAn	0	9.936526e-06	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	4	0	0	2.070822e-06	1.770604e-06
chr5	124573510	124573530	chr5-21864	    2.20	+			Other|unannotated	Other	Other	2	1.697617e-05	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	1	7	0	0	2.070822e-06	1.770604e-06
chr5	124637069	124637089	chr5-1306	   16.30	-	ENSG00000168916	ZNF608	3'UTR	3'UTR	3'UTR	1	6.827787e-05	3	3	3	3	2	1	2	1	0	2	1	0	0	2	1	1	25	0	0	2.070822e-06	3.541208e-06
chr5	125028844	125028864	chr5-14873	    3.53	-			unannotated	UnAn	UnAn	1	3.022188e-05	0	0	0	0	0	1	0	0	0	1	1	1	0	2	0	1	7	0	0	2.070822e-06	1.770604e-06
chr5	125801282	125801302	chr5-21788	    2.64	-	ENSG00000248752		intron|lncRNA	lncRNA	ncRNA	2	1.36108e-05	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr5	126450655	126450675	chr5-25350	    2.20	+	ENSG00000155324	GRAMD2B	intron|Other	Other	Other	2	1.372346e-05	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr5	126836563	126836583	chr5-27	  233.60	+	ENSG00000113368	LMNB1	3'UTR	3'UTR	3'UTR	1	0.0009873969	3	3	3	3	2	2	1	2	2	5	2	3	1	2	2	6	42	0.0001307019	0	0	1.770604e-06
