chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_E_S_1	NLS_E_S_2	NLS_E_S_3	NLS_E_S_4
chr4	 99927611	 99927631	chr4-723	   21.60	-	ENSG00000164031	DNAJB14	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	9.013726e-05	3	3	2	2	2	1	1	1	1	2	0	3	0	1	1	1	24	1.386943e-05	4.457619e-06	0	5.806965e-06
chr4	101233618	101233638	chr4-3924	    7.49	-	ENSG00000138814	PPP3CA	intron	intron	intron	1	3.599697e-05	3	2	1	1	0	1	0	0	1	3	0	2	0	0	1	0	15	1.386943e-05	4.457619e-06	0	0
chr4	102797262	102797282	chr4-108	  106.70	-	ENSG00000109332	UBE2D3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004806449	3	3	3	3	2	2	1	1	2	4	1	3	0	2	2	4	36	0	4.457619e-06	1.910997e-06	2.903482e-06
chr4	102807842	102807862	chr4-883	   41.00	-	ENSG00000109332	UBE2D3	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001206174	3	3	3	3	2	2	1	0	1	3	1	3	0	0	1	0	26	1.386943e-05	8.915238e-06	1.910997e-06	0
chr4	102822599	102822619	chr4-3596	    7.93	-	ENSG00000109332	UBE2D3	intron|CDS_Retained_intron	CDS_RI	intron	2	2.374204e-05	1	3	1	1	1	1	0	1	0	1	1	2	0	0	1	0	14	0	4.457619e-06	1.910997e-06	0
chr4	103181097	103181117	chr4-501	   35.30	-	ENSG00000138778	CENPE	intron|CDS_Retained_intron	CDS_RI	intron	2	8.041029e-05	3	3	1	3	1	2	1	0	1	3	1	2	0	0	0	0	21	0	4.457619e-06	0	2.903482e-06
chr4	103181097	103181117	chr4-501	   35.30	-	ENSG00000138778	CENPE	intron|CDS_Retained_intron	CDS_RI	intron	2	8.041029e-05	3	3	1	3	1	2	1	0	1	3	1	2	0	0	0	0	21	0	4.457619e-06	0	2.903482e-06
chr4	103576240	103576260	chr4-111	  227.00	+	ENSG00000251577	TACR3-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.0006966915	3	3	3	3	2	2	1	2	2	4	3	3	0	1	1	5	38	1.386943e-05	0	1.910997e-06	5.806965e-06
chr4	105421554	105421574	chr4-7733	    5.29	-	ENSG00000138777	PPA2	downstream 10K|intron	intron	intron	2	2.51585e-05	0	2	1	2	2	2	0	0	0	0	0	2	0	1	0	0	12	0	0	1.910997e-06	2.903482e-06
chr4	106248151	106248171	chr4-1286	   21.60	-	ENSG00000145348	TBCK	3'UTR|intron	3'UTR	3'UTR	2	8.108316e-05	3	2	2	3	2	2	1	1	2	1	0	2	1	0	0	0	22	0	0	1.910997e-06	2.903482e-06
chr4	106257848	106257868	chr4-5423	    6.61	-	ENSG00000145348	TBCK	intron	intron	intron	1	1.938614e-05	3	1	0	2	1	1	0	0	1	1	0	2	0	0	1	0	13	0	0	1.910997e-06	2.903482e-06
chr4	106329054	106329074	chr4-3656	    7.93	+	ENSG00000164022	AIMP1	intron|Other|CDS_Retained_intron	Other	Other	3	2.051003e-05	1	2	1	3	0	1	0	0	0	1	0	2	0	0	0	0	11	0	0	7.643989e-06	2.903482e-06
chr4	113420332	113420352	chr4-818	   35.30	+	ENSG00000206820	RNU1-138P	snRNA	snRNA	ncRNA	1	0.000227949	2	2	2	2	2	2	1	2	1	3	4	4	1	2	0	1	31	1.386943e-05	1.783048e-05	1.910997e-06	2.903482e-06
chr4	113454073	113454093	chr4-116	   58.20	-	ENSG00000145349	CAMK2D	3'UTR|intron	3'UTR	3'UTR	2	0.0001647605	3	3	3	3	1	1	1	0	0	4	1	2	0	1	2	3	28	0	0	1.910997e-06	2.903482e-06
chr4	113475319	113475339	chr4-685	   21.60	-	ENSG00000145349	CAMK2D	intron	intron	intron	1	0.0001123177	3	3	3	3	2	2	1	1	1	3	1	3	1	0	0	0	27	1.386943e-05	4.457619e-06	1.910997e-06	0
chr4	113672561	113672581	chr4-24834	    2.64	-	ENSG00000145349	CAMK2D	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.135424e-05	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	5	1.386943e-05	4.457619e-06	0	0
chr4	114214313	114214333	chr4-9102	    5.29	+			unannotated	UnAn	UnAn	1	1.498003e-05	2	1	0	0	1	1	0	0	0	1	0	2	0	0	1	1	10	0	0	1.910997e-06	2.903482e-06
chr4	114300633	114300653	chr4-3857	    7.49	+			unannotated	UnAn	UnAn	1	2.075358e-05	3	2	0	2	0	2	1	0	1	0	0	2	0	0	0	0	13	0	4.457619e-06	1.910997e-06	0
chr4	118035438	118035458	chr4-24190	    2.20	-			unannotated	UnAn	UnAn	1	7.41013e-06	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	5	0	0	1.910997e-06	2.903482e-06
chr4	118476014	118476034	chr4-4182	   15.40	+	ENSG00000154608	CEP170P1	intron	intron	intron	1	3.923642e-05	3	2	3	3	0	0	1	0	1	2	1	2	0	0	1	0	19	0	4.457619e-06	3.821994e-06	0
chr4	119405574	119405594	chr4-4477	    6.61	-	ENSG00000291202		lncRNA	lncRNA	ncRNA	1	2.95536e-05	3	1	2	2	0	1	1	0	0	2	2	2	0	0	1	0	17	0	4.457619e-06	0	2.903482e-06
chr4	119459976	119459996	chr4-10843	    4.41	+	ENSG00000245958	SEPTIN7P14	intron|lncRNA	lncRNA	ncRNA	2	2.673091e-05	2	1	1	2	0	1	1	1	0	0	0	2	0	0	0	0	11	1.386943e-05	0	0	2.903482e-06
chr4	127072197	127072217	chr4-5587	    9.70	-	ENSG00000250945		intron|lncRNA	lncRNA	ncRNA	2	0.0001107552	0	0	1	1	1	0	0	0	0	2	0	2	0	1	1	3	12	0	0	3.821994e-06	2.903482e-06
chr4	128257703	128257723	chr4-21322	    3.08	+			unannotated	UnAn	UnAn	1	2.614189e-05	0	1	1	1	1	0	1	0	1	1	0	2	0	0	0	0	9	1.386943e-05	0	0	5.806965e-06
chr4	128281117	128281137	chr4-23150	    2.20	-	ENSG00000164040	PGRMC2	downstream 10K|intron	intron	intron	2	1.758446e-05	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	5	1.386943e-05	0	1.910997e-06	0
chr4	129033481	129033501	chr4-9021	    4.41	-	ENSG00000151466	SCLT1	downstream 10K|intron	intron	intron	2	2.57614e-05	2	3	1	2	1	0	1	0	0	0	0	2	0	0	0	0	12	1.386943e-05	0	0	2.903482e-06
chr4	129793744	129793764	chr4-17727	    2.64	-			unannotated	UnAn	UnAn	1	7.958335e-06	1	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	1.910997e-06	2.903482e-06
chr4	131396145	131396165	chr4-13131	    3.53	+	ENSG00000250102	LINC02377	intron|lncRNA	lncRNA	ncRNA	2	2.486373e-05	0	1	1	0	0	1	0	1	0	1	0	2	0	0	0	0	7	1.386943e-05	4.457619e-06	0	0
chr4	132377598	132377618	chr4-4816	    5.29	+			unannotated	UnAn	UnAn	1	3.255316e-05	2	1	1	1	1	0	0	0	1	0	0	2	0	0	0	0	9	1.386943e-05	4.457619e-06	0	0
chr4	132417236	132417256	chr4-1099	   25.60	+			unannotated	UnAn	UnAn	1	6.32906e-05	3	3	2	3	2	1	1	0	0	1	0	2	0	0	0	1	19	1.386943e-05	4.457619e-06	0	0
chr4	132528126	132528146	chr4-67	  103.60	+			unannotated	UnAn	UnAn	1	0.0004740939	3	3	3	3	2	2	1	1	1	3	2	2	1	4	2	3	36	0	0	1.910997e-06	5.806965e-06
chr4	133161828	133161848	chr4-9132	    4.85	-			unannotated	UnAn	UnAn	1	1.174875e-05	0	0	1	0	1	1	1	0	0	0	0	2	0	1	0	0	7	0	0	1.910997e-06	2.903482e-06
chr4	134294070	134294090	chr4-924	   19.40	-	ENSG00000251199		intron|lncRNA	lncRNA	ncRNA	2	6.443136e-05	3	2	2	3	2	1	1	1	1	1	1	2	1	0	1	0	22	0	4.457619e-06	0	2.903482e-06
chr4	134307431	134307451	chr4-14281	    3.08	-	ENSG00000251199		intron|Other|lncRNA	lncRNA	ncRNA	3	2.342633e-05	0	0	0	2	1	0	0	0	1	0	0	3	0	0	0	0	7	1.386943e-05	4.457619e-06	1.910997e-06	0
chr4	134570201	134570221	chr4-22172	    2.20	-			unannotated	UnAn	UnAn	1	7.842695e-06	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	4	0	0	1.910997e-06	2.903482e-06
chr4	135508915	135508935	chr4-4832	    7.05	-			unannotated	UnAn	UnAn	1	4.05101e-05	0	0	0	0	1	1	1	1	0	0	1	2	0	1	0	2	10	0	0	1.910997e-06	5.806965e-06
chr4	135996064	135996084	chr4-638	   37.90	-	ENSG00000207322	RNU1-89P	snRNA	snRNA	ncRNA	1	0.0001834188	3	2	1	1	2	2	2	1	1	3	3	4	1	2	1	1	30	1.386943e-05	4.457619e-05	1.910997e-06	2.903482e-06
chr4	139037393	139037413	chr4-20671	    2.64	+	ENSG00000151014	NOCT	intron	intron	intron	1	8.347751e-06	1	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	6	0	0	1.910997e-06	2.903482e-06
chr4	139389209	139389229	chr4-40	  156.90	+	ENSG00000164134	NAA15	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0004174649	3	3	3	3	2	2	2	1	2	3	0	2	0	1	3	2	32	1.386943e-05	4.457619e-06	0	0
chr4	139698022	139698042	chr4-221	   50.20	-				UnAn	UnAn	0	0.000229725	1	2	3	3	1	2	1	1	1	3	0	2	1	2	0	4	27	0	0	1.910997e-06	2.903482e-06
chr4	140049809	140049829	chr4-2390	    9.70	-	ENSG00000196782	MAML3	intron	intron	intron	1	2.321993e-05	2	2	0	2	2	0	0	1	0	1	0	2	0	0	0	0	12	0	0	1.910997e-06	2.903482e-06
chr4	140106089	140106109	chr4-13467	    2.64	-	ENSG00000196782	MAML3	intron	intron	intron	1	1.454548e-05	2	0	2	2	0	0	0	0	0	1	0	2	0	0	0	0	9	0	4.457619e-06	1.910997e-06	0
chr4	140733115	140733135	chr4-2070	   11.50	-	ENSG00000109436	TBC1D9	intron	intron	intron	1	4.114942e-05	2	3	2	3	1	1	1	0	1	0	0	2	0	0	0	0	16	1.386943e-05	4.457619e-06	0	0
chr4	141222545	141222565	chr4-19700	    2.64	+	ENSG00000109445	ZNF330	intron|CDS_Retained_intron	CDS_RI	intron	2	1.133357e-05	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	1	6	0	4.457619e-06	0	2.903482e-06
chr4	142695422	142695442	chr4-21465	    1.76	+			unannotated	UnAn	UnAn	1	1.885021e-05	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	4	1.386943e-05	0	0	2.903482e-06
chr4	143553988	143554008	chr4-4	  385.60	+	ENSG00000153147	SMARCA5	3'UTR	3'UTR	3'UTR	1	0.001185632	3	3	3	3	2	2	1	2	2	4	0	3	2	1	4	6	41	2.773887e-05	0	1.146598e-05	8.710447e-06
chr4	146943179	146943199	chr4-6246	    7.93	-	ENSG00000137473	TTC29	intron	intron	intron	1	3.455183e-05	0	0	0	0	1	1	0	1	0	0	0	2	0	1	1	2	9	0	0	1.910997e-06	2.903482e-06
chr4	150369700	150369720	chr4-15660	    3.08	-	ENSG00000198589	LRBA	intron	intron	intron	1	2.380534e-05	1	1	1	0	0	1	1	0	0	0	0	2	0	0	1	0	8	1.386943e-05	4.457619e-06	0	0
chr4	150463543	150463563	chr4-5181	    5.73	-	ENSG00000198589	LRBA	downstream 10K|intron	intron	intron	2	1.869919e-05	1	2	2	2	1	0	1	0	0	0	0	2	0	0	0	0	11	0	4.457619e-06	1.910997e-06	0
chr4	150719460	150719480	chr4-3049	    9.25	-	ENSG00000198589	LRBA	intron	intron	intron	1	3.001439e-05	2	2	2	2	1	1	0	0	0	3	0	2	0	0	1	0	16	0	0	1.910997e-06	2.903482e-06
chr4	150757113	150757133	chr4-28191	    2.20	-	ENSG00000198589	LRBA	downstream 10K|intron	intron	intron	2	9.262138e-06	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	5	0	4.457619e-06	1.910997e-06	0
chr4	150763463	150763483	chr4-17214	    2.64	-	ENSG00000198589	LRBA	intron	intron	intron	1	2.302152e-05	1	0	0	1	2	0	0	0	0	2	0	2	0	0	0	0	8	1.386943e-05	4.457619e-06	0	0
chr4	151013906	151013926	chr4-8811	    6.17	-	ENSG00000198589	LRBA	intron|CDS_Retained_intron	CDS_RI	intron	2	2.990797e-05	1	0	0	0	2	2	1	0	0	1	1	2	0	0	0	0	10	1.386943e-05	0	1.910997e-06	0
chr4	151228341	151228361	chr4-26820	    2.64	-	ENSG00000109686	SH3D19	intron	intron	intron	1	1.127508e-05	1	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	6	0	4.457619e-06	0	2.903482e-06
chr4	151246021	151246041	chr4-3765	    7.93	-	ENSG00000109686	SH3D19	intron	intron	intron	1	4.290599e-05	2	2	2	1	1	0	0	0	0	0	0	2	0	0	1	0	11	1.386943e-05	0	1.910997e-06	0
chr4	151265334	151265354	chr4-484	   28.20	-	ENSG00000109686	SH3D19	intron	intron	intron	1	7.861771e-05	3	3	2	3	1	1	1	1	1	1	0	2	0	0	0	0	19	1.386943e-05	8.915238e-06	0	0
chr4	152322016	152322036	chr4-1021	   20.70	-	ENSG00000109670	FBXW7	3'UTR	3'UTR	3'UTR	1	6.468397e-05	3	3	3	3	0	2	0	1	1	1	0	2	0	0	0	0	19	0	0	1.910997e-06	2.903482e-06
chr4	152387587	152387607	chr4-1575	   14.10	-	ENSG00000109670	FBXW7	intron	intron	intron	1	5.058768e-05	3	2	0	2	1	0	0	0	1	1	0	2	0	0	1	0	13	1.386943e-05	8.915238e-06	0	0
chr4	152471283	152471303	chr4-5517	    5.29	-	ENSG00000109670	FBXW7	intron	intron	intron	1	3.339021e-05	1	1	1	0	1	1	0	0	0	0	2	2	0	1	0	1	11	0	4.457619e-06	0	8.710447e-06
chr4	152517462	152517482	chr4-13862	    3.53	-	ENSG00000109670	FBXW7	intron|TE	TE	TE	2	2.195143e-05	1	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	7	1.386943e-05	0	1.910997e-06	0
chr4	154763633	154763653	chr4-4929	    7.05	-	ENSG00000249041		intron|lncRNA	lncRNA	ncRNA	2	3.477822e-05	0	0	0	0	1	1	0	0	0	1	1	2	0	1	1	3	11	0	0	3.821994e-06	2.903482e-06
chr4	155240323	155240343	chr4-8946	    3.97	+	ENSG00000250910	MAP9-AS1	intron|lncRNA	lncRNA	ncRNA	2	2.561502e-05	0	1	1	3	0	1	0	0	0	1	0	2	0	0	0	1	10	0	0	1.910997e-06	2.903482e-06
chr4	156807864	156807884	chr4-17649	    3.08	-	ENSG00000145431	PDGFC	downstream 10K|intron	intron	intron	2	2.60452e-05	1	0	0	0	1	1	0	0	0	1	1	2	0	0	0	0	7	1.386943e-05	4.457619e-06	0	0
chr4	156893652	156893672	chr4-827	   26.00	-	ENSG00000145431	PDGFC	intron	intron	intron	1	7.173447e-05	2	3	3	3	2	1	1	0	1	3	1	2	0	0	0	0	22	1.386943e-05	4.457619e-06	0	0
chr4	156940934	156940954	chr4-12436	    3.53	-	ENSG00000145431	PDGFC	intron	intron	intron	1	2.232332e-05	2	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	7	1.386943e-05	0	1.910997e-06	0
chr4	156953529	156953549	chr4-7791	    4.85	-	ENSG00000145431	PDGFC	intron	intron	intron	1	2.700393e-05	0	1	0	3	0	1	1	0	1	1	0	2	0	0	0	0	10	1.386943e-05	0	1.910997e-06	0
chr4	156963959	156963979	chr4-880	   21.20	-	ENSG00000145431	PDGFC	intron	intron	intron	1	5.694038e-05	3	3	3	3	1	2	1	1	1	1	0	2	0	0	0	0	21	1.386943e-05	0	1.910997e-06	0
chr4	159238724	159238744	chr4-4145	    7.49	+	ENSG00000109756	RAPGEF2	intron	intron	intron	1	2.570382e-05	3	2	1	1	1	1	1	0	1	2	0	2	0	0	0	0	15	0	4.457619e-06	1.910997e-06	0
chr4	159238724	159238744	chr4-4145	    7.49	+	ENSG00000109756	RAPGEF2	intron	intron	intron	1	2.570382e-05	3	2	1	1	1	1	1	0	1	2	0	2	0	0	0	0	15	0	4.457619e-06	1.910997e-06	0
chr4	159293338	159293358	chr4-4658	    8.37	+	ENSG00000109756	RAPGEF2	intron|TE	TE	TE	2	3.692443e-05	1	1	2	0	1	1	1	0	1	0	0	2	0	0	0	0	10	1.386943e-05	8.915238e-06	0	0
chr4	159293338	159293358	chr4-4658	    8.37	+	ENSG00000109756	RAPGEF2	intron|TE	TE	TE	2	3.692443e-05	1	1	2	0	1	1	1	0	1	0	0	2	0	0	0	0	10	1.386943e-05	8.915238e-06	0	0
chr4	159342273	159342293	chr4-6181	    5.73	+	ENSG00000109756	RAPGEF2	intron|TE	TE	TE	2	2.002597e-05	1	1	0	1	0	2	1	0	1	3	0	2	0	0	1	0	13	0	4.457619e-06	1.910997e-06	0
chr4	159342273	159342293	chr4-6181	    5.73	+	ENSG00000109756	RAPGEF2	intron|TE	TE	TE	2	2.002597e-05	1	1	0	1	0	2	1	0	1	3	0	2	0	0	1	0	13	0	4.457619e-06	1.910997e-06	0
chr4	159351314	159351334	chr4-2058	   11.50	+	ENSG00000109756	RAPGEF2	intron	intron	intron	1	5.050383e-05	0	1	3	2	1	2	0	1	1	1	1	2	0	0	0	0	15	1.386943e-05	4.457619e-06	0	0
chr4	159351314	159351334	chr4-2058	   11.50	+	ENSG00000109756	RAPGEF2	intron	intron	intron	1	5.050383e-05	0	1	3	2	1	2	0	1	1	1	1	2	0	0	0	0	15	1.386943e-05	4.457619e-06	0	0
chr4	159359158	159359178	chr4-72	   91.70	+	ENSG00000109756	RAPGEF2	3'UTR|Other	3'UTR	3'UTR	2	0.000486255	3	3	3	3	2	2	2	1	2	4	1	3	2	3	1	5	40	1.386943e-05	0	5.732992e-06	2.903482e-06
chr4	159359158	159359178	chr4-72	   91.70	+	ENSG00000109756	RAPGEF2	3'UTR|Other	3'UTR	3'UTR	2	0.000486255	3	3	3	3	2	2	2	1	2	4	1	3	2	3	1	5	40	1.386943e-05	0	5.732992e-06	2.903482e-06
chr4	162421464	162421484	chr4-757	   30.00	-			unannotated	UnAn	UnAn	1	7.609003e-05	0	0	1	3	1	2	0	1	0	1	2	2	0	1	1	1	16	0	0	3.821994e-06	5.806965e-06
chr4	165293266	165293286	chr4-1393	   16.70	-			unannotated	UnAn	UnAn	1	0.0001053518	1	3	1	2	2	1	1	0	1	1	2	2	0	1	1	0	19	0	0	1.910997e-06	5.806965e-06
chr4	165333583	165333603	chr4-37	  229.60	+	ENSG00000052802	MSMO1	CDS|intron	CDS	CDS	2	0.0007372148	3	3	3	3	2	2	1	1	2	5	3	3	0	3	2	4	40	2.773887e-05	4.457619e-06	0	2.903482e-06
chr4	165333703	165333723	chr4-1233	   15.90	+	ENSG00000052802	MSMO1	intron	intron	intron	1	6.433677e-05	1	3	2	3	1	1	1	0	0	3	0	2	0	0	0	1	18	2.773887e-05	4.457619e-06	0	0
chr4	165340955	165340975	chr4-5556	    7.93	+	ENSG00000052802	MSMO1	downstream 10K|intron	intron	intron	2	2.937738e-05	1	2	2	2	1	1	0	0	0	1	0	2	0	0	0	0	12	1.386943e-05	4.457619e-06	0	0
chr4	165343448	165343468	chr4-991	   22.50	+			downstream 10K	DS10K	DS10K	1	5.54276e-05	2	3	2	3	1	1	0	0	0	2	0	2	0	0	0	1	17	1.386943e-05	0	1.910997e-06	0
chr4	168991762	168991782	chr4-4493	    7.49	-	ENSG00000145439	CBR4	downstream 10K|intron	intron	intron	2	3.309742e-05	3	2	3	2	2	1	1	0	0	1	0	2	0	0	0	0	17	1.386943e-05	0	0	2.903482e-06
chr4	169000352	169000372	chr4-2382	   11.00	-	ENSG00000145439	CBR4	downstream 10K|intron	intron	intron	2	5.062221e-05	3	3	2	2	1	1	0	0	0	2	1	2	0	0	1	0	18	1.386943e-05	0	1.910997e-06	0
chr4	169249931	169249951	chr4-20181	    2.64	-	ENSG00000154447	SH3RF1	intron	intron	intron	1	1.9696e-05	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	6	1.386943e-05	0	0	2.903482e-06
chr4	169696827	169696847	chr4-514	   32.20	+	ENSG00000109572	CLCN3	intron	intron	intron	1	8.740676e-05	3	3	2	3	2	2	1	0	1	1	2	2	0	0	2	0	24	1.386943e-05	0	0	1.161393e-05
chr4	169720870	169720890	chr4-947	   18.50	+	ENSG00000109572	CLCN3	3'UTR	3'UTR	3'UTR	1	6.638325e-05	3	3	3	3	1	0	0	1	1	3	0	2	0	0	0	0	20	1.386943e-05	0	1.910997e-06	0
chr4	169729489	169729509	chr4-584	   30.00	-	ENSG00000056050	HPF1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001390479	2	3	3	3	2	2	0	1	2	2	0	2	0	2	1	2	27	1.386943e-05	0	0	2.903482e-06
chr4	173331797	173331817	chr4-33	  141.00	-	ENSG00000164104	HMGB2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000432318	3	3	3	3	2	2	1	1	2	3	2	2	0	2	3	3	35	0	4.457619e-06	1.910997e-06	0
chr4	173615475	173615495	chr4-727	   31.30	-				UnAn	UnAn	0	0.0001426212	3	2	3	3	1	2	0	1	0	3	0	2	0	0	1	3	24	1.386943e-05	4.457619e-06	0	0
chr4	173615714	173615734	chr4-1692	   16.30	-				UnAn	UnAn	0	0.0001644188	2	3	3	3	2	2	1	1	2	3	1	2	0	1	2	3	31	0	0	1.910997e-06	2.903482e-06
chr4	175045008	175045028	chr4-9537	    4.41	-	ENSG00000286494		intron|lncRNA	lncRNA	ncRNA	2	1.12897e-05	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	2	7	0	0	1.910997e-06	2.903482e-06
chr4	176328451	176328471	chr4-10	  360.90	+	ENSG00000129128	SPCS3	3'UTR|Other	3'UTR	3'UTR	2	0.001038371	3	3	3	3	2	2	1	1	2	3	3	3	1	1	3	4	38	0	8.915238e-06	1.910997e-06	2.903482e-06
chr4	176540089	176540109	chr4-1041	   22.50	-			unannotated	UnAn	UnAn	1	0.000258859	1	1	2	1	1	1	0	0	0	3	1	2	0	2	4	3	22	0	0	1.910997e-06	5.806965e-06
chr4	177250936	177250956	chr4-4552	   37.50	+			unannotated	UnAn	UnAn	1	0.0003268478	1	2	3	3	1	1	1	1	1	3	1	2	0	1	2	2	25	0	4.457619e-06	0	5.806965e-06
chr4	178348888	178348908	chr4-354	   44.10	-			unannotated	UnAn	UnAn	1	0.0001059986	3	3	2	3	2	2	1	1	0	1	0	2	0	0	1	1	22	0	4.457619e-06	1.910997e-06	0
chr4	183135904	183135924	chr4-9589	    4.41	+	ENSG00000151718	WWC2	intron	intron	intron	1	3.086269e-05	0	2	0	0	0	2	0	1	0	0	1	3	0	0	0	0	9	1.386943e-05	4.457619e-06	1.910997e-06	0
chr4	183608821	183608841	chr4-5497	    7.93	+			Other|unannotated	Other	Other	2	2.629813e-05	0	0	0	0	1	1	0	0	0	0	0	2	0	2	1	2	9	0	0	1.910997e-06	2.903482e-06
chr4	184283648	184283668	chr4-12435	    3.97	-			unannotated	UnAn	UnAn	1	1.677724e-05	0	1	0	2	0	0	0	0	0	2	0	2	0	1	0	0	8	0	0	1.910997e-06	2.903482e-06
chr5	   256840	   256860	chr5-1997	   16.70	+	ENSG00000073578	SDHA	3'UTR|intron	3'UTR	3'UTR	2	0.0001336963	3	3	2	2	0	1	0	1	1	2	1	2	0	0	0	2	20	1.386943e-05	4.457619e-06	0	0
chr5	  5455706	  5455726	chr5-2334	   12.30	+	ENSG00000164151	ICE1	intron	intron	intron	1	3.472635e-05	2	3	2	3	2	1	1	1	1	0	0	2	0	0	1	0	19	0	4.457619e-06	1.910997e-06	0
chr5	  5960554	  5960574	chr5-6051	   16.30	-			unannotated	UnAn	UnAn	1	4.773064e-05	0	2	1	3	1	1	1	1	0	2	0	2	0	0	1	1	16	0	8.915238e-06	1.910997e-06	0
chr5	  6368356	  6368376	chr5-3898	   10.60	+			TE|unannotated	TE	TE	2	0.0001115518	1	0	2	0	1	1	0	0	0	2	1	2	0	1	2	3	16	0	0	1.910997e-06	2.903482e-06
chr5	  8041007	  8041027	chr5-15721	    3.97	-			TE|unannotated	TE	TE	2	1.351679e-05	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	2	6	0	0	3.821994e-06	2.903482e-06
chr5	 10234435	 10234455	chr5-16691	    3.53	-	ENSG00000150756	ATPSCKMT	downstream 10K|intron	intron	intron	2	1.410343e-05	2	0	1	2	1	1	0	0	0	0	0	2	0	0	0	0	9	0	4.457619e-06	1.910997e-06	0
chr5	 12159775	 12159795	chr5-5881	    5.29	-			unannotated	UnAn	UnAn	1	1.68868e-05	0	1	0	1	1	1	1	0	1	0	0	2	0	0	0	0	8	0	4.457619e-06	0	2.903482e-06
chr5	 12236695	 12236715	chr5-12536	    3.97	-			unannotated	UnAn	UnAn	1	2.692295e-05	0	2	0	3	0	0	0	0	0	3	0	2	0	0	0	0	10	1.386943e-05	4.457619e-06	0	0
chr5	 12291285	 12291305	chr5-1066	   19.40	-				UnAn	UnAn	0	6.60394e-05	1	3	2	3	1	1	1	0	1	3	2	2	0	0	0	0	20	1.386943e-05	4.457619e-06	0	0
chr5	 12293726	 12293746	chr5-2551	   15.40	-				UnAn	UnAn	0	5.265082e-05	3	3	2	3	1	2	1	0	0	2	0	2	0	0	1	2	22	1.386943e-05	4.457619e-06	0	0
chr5	 12359180	 12359200	chr5-585	   30.80	-			unannotated	UnAn	UnAn	1	6.476519e-05	3	3	3	3	1	1	0	0	0	1	0	2	0	0	1	0	18	0	0	5.732992e-06	5.806965e-06
chr5	 12480431	 12480451	chr5-13590	    4.41	-			unannotated	UnAn	UnAn	1	2.454616e-05	0	0	1	0	1	1	0	0	1	0	0	2	0	0	0	0	6	1.386943e-05	4.457619e-06	0	0
chr5	 12521407	 12521427	chr5-4218	    9.70	-			unannotated	UnAn	UnAn	1	2.806857e-05	1	2	1	2	0	0	0	0	1	2	0	2	0	0	0	0	11	0	4.457619e-06	9.554986e-06	0
chr5	 12635530	 12635550	chr5-607	   41.40	+	ENSG00000248131	LINC01194	intron|lncRNA	lncRNA	ncRNA	2	0.0001224533	3	3	3	3	2	2	1	1	2	1	3	2	0	0	1	0	27	1.386943e-05	4.457619e-06	0	0
chr5	 12695708	 12695728	chr5-2563	   12.30	+	ENSG00000248131	LINC01194	intron|lncRNA	lncRNA	ncRNA	2	3.323769e-05	3	3	2	3	0	1	0	0	0	0	0	2	0	0	1	0	15	0	4.457619e-06	1.910997e-06	0
chr5	 12745628	 12745648	chr5-586	   40.10	+	ENSG00000248131	LINC01194	intron|Other|lncRNA	lncRNA	ncRNA	3	0.0001312182	3	2	3	3	2	2	1	1	1	4	1	4	0	0	1	1	29	1.386943e-05	8.915238e-06	3.821994e-06	2.903482e-06
chr5	 12752266	 12752286	chr5-7248	    5.73	+	ENSG00000248131	LINC01194	intron|lncRNA	lncRNA	ncRNA	2	3.422294e-05	1	0	0	0	1	1	0	0	1	2	0	3	0	0	0	0	9	1.386943e-05	8.915238e-06	0	2.903482e-06
