chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_M_1	NES_E_M_2	NES_E_M_3	NES_E_M_4
chr17	 19188196	 19188216	chr17-50	 1262.20	+	ENSG00000263934	SNORD3A	snoRNA	snoRNA	snoRNA	1	0.005110152	3	3	3	3	2	2	2	2	4	4	4	4	4	4	4	6	54	2.643335e-05	3.972747e-05	0.0004721931	0.0001422003
chr17	 19190039	 19190059	chr17-55	 1211.50	-	ENSG00000264940	SNORD3C	snoRNA	snoRNA	snoRNA	1	0.004423969	3	3	3	3	2	2	2	2	4	3	4	4	4	4	3	6	52	5.28667e-05	1.986373e-05	0.0005071703	0.0001137603
chr17	 19190198	 19190218	chr17-70	  105.30	-	ENSG00000264940	SNORD3C	snoRNA	snoRNA	snoRNA	1	0.0003646078	3	3	3	1	2	2	1	1	1	1	2	3	3	2	1	1	30	0	1.986373e-05	8.744316e-06	1.896004e-05
chr17	 20788937	 20788957	chr17-60	  264.00	+	ENSG00000264215		lncRNA	lncRNA	ncRNA	1	0.001327478	3	3	3	3	2	2	2	1	2	4	4	3	3	4	4	6	49	5.28667e-05	1.986373e-05	0	1.896004e-05
chr17	 28723461	 28723481	chr17-101	  221.70	+	ENSG00000198242	RPL23A	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0008619833	3	3	3	3	2	2	2	1	3	2	2	2	2	2	2	1	35	0	0	7.869885e-05	9.480021e-06
chr17	 28723714	 28723734	chr17-224	  146.80	+	ENSG00000198242	RPL23A	3'UTR|CDS|intron|snoRNA|CDS_Retained_intron	3'UTR	3'UTR	5	0.0005808979	3	3	3	2	2	2	2	2	2	3	3	4	2	1	1	1	36	0	0	8.744316e-06	2.844006e-05
chr17	 29439868	 29439888	chr17-7155	    3.53	+	ENSG00000160551	TAOK1	intron|TE|CDS_Retained_intron	TE	TE	3	2.414418e-05	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	5	0	0	8.744316e-06	9.480021e-06
chr17	 31985588	 31985608	chr17-3685	    4.85	+	ENSG00000178691	SUZ12	intron	intron	intron	1	3.824535e-05	2	2	1	3	0	0	0	0	0	1	0	0	2	0	0	0	11	0	1.986373e-05	8.744316e-06	0
chr17	 31999790	 31999810	chr17-32	  184.20	+	ENSG00000178691	SUZ12	3'UTR	3'UTR	3'UTR	1	0.0008052928	3	3	3	3	2	2	2	2	1	3	0	3	2	1	2	5	37	0	5.95912e-05	0	9.480021e-06
chr17	 38751785	 38751805	chr17-2807	   19.00	-			tRNA	tRNA	ncRNA	1	0.00020014	1	2	3	2	2	2	1	0	0	3	3	1	3	2	2	1	28	2.643335e-05	0	1.748863e-05	9.480021e-06
chr17	 38764198	 38764218	chr17-129	  209.80	+	ENSG00000277791	PSMB3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004426133	3	3	3	3	2	2	1	0	1	3	0	3	2	2	1	1	30	0	1.986373e-05	8.744316e-06	0
chr17	 38850386	 38850406	chr17-6	  468.50	-	ENSG00000125691	RPL23	CDS|intron|CDS_Retained_intron	CDS	CDS	3	0.001045075	3	3	3	3	2	2	1	2	1	3	2	1	2	2	1	2	33	2.643335e-05	1.986373e-05	0	0
chr17	 40065283	 40065303	chr17-3413	   31.70	+	ENSG00000126351	THRA	intron	intron	intron	1	0.0002892394	3	2	3	2	2	1	1	2	2	2	1	1	2	1	0	0	25	2.643335e-05	3.972747e-05	0	0
chr17	 43233799	 43233819	chr17-770	   22.90	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.0004417943	3	3	3	3	2	2	1	2	2	3	3	3	3	2	1	1	37	2.643335e-05	1.986373e-05	1.748863e-05	0
chr17	 43233857	 43233877	chr17-111	  383.90	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.0011495	3	3	3	3	2	2	2	2	3	4	3	3	2	2	3	2	42	0	0	2.623295e-05	1.896004e-05
chr17	 43241251	 43241271	chr17-105	  362.30	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001145399	3	3	3	3	2	2	2	2	3	3	3	3	3	2	3	4	44	0	1.986373e-05	1.748863e-05	2.844006e-05
chr17	 43245744	 43245764	chr17-89	  368.90	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001205402	3	3	3	3	2	2	2	2	2	4	3	3	2	2	3	5	44	0	0	4.372158e-05	1.896004e-05
chr17	 43251899	 43251919	chr17-88	  390.00	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001664875	3	3	3	3	2	2	2	2	3	4	3	3	3	2	3	4	45	2.643335e-05	0	4.372158e-05	1.896004e-05
chr17	 43266703	 43266723	chr17-87	  374.60	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001736916	3	3	3	3	2	2	2	2	4	5	2	3	2	2	5	4	47	0	0	4.372158e-05	2.844006e-05
chr17	 43271440	 43271460	chr17-85	  394.90	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001221455	3	3	3	3	2	2	2	2	2	4	4	4	3	2	4	2	45	2.643335e-05	0	5.24659e-05	1.896004e-05
chr17	 43273171	 43273191	chr17-96	  417.80	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001794111	3	3	3	3	2	2	2	1	3	5	4	3	2	2	5	5	48	0	0	4.372158e-05	5.688013e-05
chr17	 43278048	 43278068	chr17-109	  352.10	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001512484	3	3	3	3	2	2	2	2	3	4	2	3	3	2	4	4	45	2.643335e-05	0	2.623295e-05	2.844006e-05
chr17	 43284210	 43284230	chr17-104	  368.90	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001384673	3	3	3	3	1	2	2	2	4	3	3	3	2	2	4	4	44	0	0	2.623295e-05	1.896004e-05
chr17	 43290361	 43290381	chr17-99	  372.00	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.00140039	3	3	3	3	2	2	2	2	4	4	3	4	3	2	3	5	48	0	1.986373e-05	3.497726e-05	1.896004e-05
chr17	 43296499	 43296519	chr17-102	  376.40	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001206256	3	3	3	3	2	2	2	2	3	3	3	2	3	2	4	3	43	0	1.986373e-05	1.748863e-05	2.844006e-05
chr17	 43300112	 43300132	chr17-110	  374.20	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001415972	3	3	3	3	2	2	2	1	3	5	3	3	2	2	4	4	45	0	0	4.372158e-05	1.896004e-05
chr17	 44034659	 44034679	chr17-156	   85.50	-	ENSG00000161654	LSM12	3'UTR	3'UTR	3'UTR	1	0.0003088857	2	3	3	3	2	2	1	1	2	4	1	0	2	3	2	4	35	2.643335e-05	0	0	9.480021e-06
chr17	 47683189	 47683209	chr17-1	 2707.30	+	ENSG00000108424	KPNB1	3'UTR|intron|Other	3'UTR	3'UTR	3	0.006544781	3	3	3	3	2	2	1	2	3	4	3	4	3	4	3	6	49	2.643335e-05	3.972747e-05	0	5.688013e-05
chr17	 48874682	 48874702	chr17-30	  297.50	-				UnAn	UnAn	0	0.001202798	3	3	3	3	2	2	2	2	2	5	2	3	3	4	2	6	47	0	7.945494e-05	2.623295e-05	1.896004e-05
chr17	 49293641	 49293661	chr17-19	  340.70	-	ENSG00000198740	ZNF652	3'UTR|intron	3'UTR	3'UTR	2	0.001107292	3	3	3	3	2	2	1	2	3	4	1	2	2	3	3	5	42	2.643335e-05	0	8.744316e-06	0
chr17	 50236669	 50236689	chr17-1388	   20.30	+				UnAn	UnAn	0	0.0001281062	0	1	3	3	1	2	0	1	1	2	0	0	2	0	2	3	21	0	1.986373e-05	0	1.896004e-05
chr17	 57791367	 57791387	chr17-2086	   46.70	-	ENSG00000265542		intron|lncRNA	lncRNA	ncRNA	2	0.0002167408	1	0	2	1	2	1	0	0	1	0	2	3	2	2	2	2	21	0	0	3.497726e-05	1.896004e-05
chr17	 58475367	 58475387	chr17-61	  148.10	-	ENSG00000176160	HSF5	intron	intron	intron	1	0.0005878792	3	3	3	3	2	2	0	1	2	4	0	1	2	2	2	5	35	0	3.972747e-05	8.744316e-06	0
chr17	 58490379	 58490399	chr17-14	  208.50	-	ENSG00000108389	MTMR4	3'UTR	3'UTR	3'UTR	1	0.0008070354	3	3	3	3	2	2	1	2	2	4	4	2	2	1	2	4	40	2.643335e-05	1.986373e-05	0	0
chr17	 64146114	 64146134	chr17-36	  354.80	+	ENSG00000199753	SNORD104	intron|lncRNA|snoRNA	lncRNA	ncRNA	3	0.001502712	3	3	3	3	2	2	2	2	3	4	4	4	2	2	2	1	42	0	1.986373e-05	3.497726e-05	0
chr17	 68530809	 68530829	chr17-128	  114.60	+	ENSG00000108946	PRKAR1A	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0005383916	3	3	3	3	2	1	1	1	2	4	0	1	2	1	3	4	34	2.643335e-05	1.986373e-05	0	0
chr17	 75168113	 75168133	chr17-3	  874.40	-	ENSG00000188612	SUMO2	3'UTR|intron	3'UTR	3'UTR	2	0.002694945	3	3	3	3	2	2	2	2	2	4	3	1	3	3	3	6	45	0	0.0001191824	6.121021e-05	4.74001e-05
chr17	 78158816	 78158836	chr17-800	   36.60	+	ENSG00000187997	C17orf99	intron|Other	Other	Other	2	0.0001422606	1	3	3	3	1	1	1	0	1	2	0	0	2	1	0	4	23	0	0	8.744316e-06	9.480021e-06
chr17	 78480029	 78480049	chr17-724	   22.50	-	ENSG00000187775	DNAH17	intron	intron	intron	1	0.0001816409	0	2	1	0	1	1	0	0	0	1	1	1	2	2	1	3	16	0	0	8.744316e-06	9.480021e-06
chr17	 81558568	 81558588	chr17-23	  298.40	-	ENSG00000182446	NPLOC4	3'UTR	3'UTR	3'UTR	1	0.0006760815	3	3	3	3	2	2	1	1	2	4	1	3	2	1	2	2	35	0	1.986373e-05	0	9.480021e-06
chr18	  7064177	  7064197	chr18-150	   57.30	+			unannotated	UnAn	UnAn	1	0.000190454	3	3	3	3	2	2	1	0	1	3	0	1	2	0	1	3	28	2.643335e-05	1.986373e-05	0	0
chr18	  8908653	  8908673	chr18-9602	    2.20	+			Other|TE	TE	TE	2	2.228342e-05	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	5	0	0	8.744316e-06	9.480021e-06
chr18	  9861764	  9861784	chr18-102	   41.00	+	ENSG00000168461	RAB31	3'UTR	3'UTR	3'UTR	1	0.0001776887	2	3	3	3	1	1	0	1	2	3	0	0	2	2	0	1	24	2.643335e-05	1.986373e-05	0	0
chr18	 27951214	 27951234	chr18-4	  223.90	-	ENSG00000170558	CDH2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0007930042	3	3	3	3	2	2	2	1	2	4	1	3	2	4	3	4	42	5.28667e-05	0	0	9.480021e-06
chr18	 49489259	 49489279	chr18-28	  122.10	-	ENSG00000202093	SNORD58C	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0005109649	3	3	2	2	2	2	1	1	1	2	2	2	2	2	1	1	29	0	0	8.744316e-06	1.896004e-05
chr18	 49491299	 49491319	chr18-35	  167.90	-	ENSG00000206602	SNORD58A	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0005729443	3	3	2	2	2	2	2	2	2	3	3	3	2	2	0	0	33	0	0	8.744316e-06	2.844006e-05
chr18	 49491680	 49491700	chr18-19	  209.30	-	ENSG00000215472	RPL17-C18orf32	5'UTR|intron|snoRNA|CDS_Retained_intron	5'UTR	5'UTR	4	0.0007285593	3	3	2	2	2	2	2	1	2	4	3	3	2	2	1	0	34	0	0	2.623295e-05	1.896004e-05
chr18	 62443250	 62443270	chr18-1	 4518.20	+				UnAn	UnAn	0	0.01525255	3	3	3	3	2	2	2	2	3	5	3	4	4	4	5	7	55	0.0002114668	0.0001986373	7.869885e-05	9.480021e-05
chr18	 62443604	 62443624	chr18-14	  268.00	+				UnAn	UnAn	0	0.001207688	3	3	3	3	2	2	1	1	2	4	2	3	2	3	2	4	40	0.0001321667	1.986373e-05	0	0
chr18	 64730425	 64730445	chr18-5289	    3.08	+			Other|unannotated	Other	Other	2	2.424821e-05	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	1	6	0	0	8.744316e-06	9.480021e-06
chr19	   893519	   893539	chr19-84	   63.50	+	ENSG00000207507	RNU6-9	snRNA	snRNA	ncRNA	1	0.0002634701	3	3	3	2	2	2	1	1	2	3	2	2	2	2	1	1	32	0	0	1.748863e-05	1.896004e-05
chr19	  1257428	  1257448	chr19-6	  645.20	+	ENSG00000167470	MIDN	3'UTR|Other	3'UTR	3'UTR	2	0.001513335	3	3	3	3	2	2	2	1	2	4	2	0	3	2	3	5	40	2.643335e-05	1.986373e-05	0	1.896004e-05
chr19	  1258533	  1258553	chr19-9	  306.70	+	ENSG00000167470	MIDN	3'UTR	3'UTR	3'UTR	1	0.001227403	3	3	3	3	2	2	2	2	3	4	1	3	2	2	3	5	43	0	1.986373e-05	0	9.480021e-06
chr19	  1383613	  1383633	chr19-5989	    4.85	+	ENSG00000115286	NDUFS7	downstream 10K|intron|tRNA	tRNA	ncRNA	3	5.687733e-05	1	1	2	0	1	1	0	1	0	0	1	1	2	2	0	0	13	2.643335e-05	0	8.744316e-06	0
chr19	  3053028	  3053048	chr19-976	   12.30	-	ENSG00000104964	TLE5	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	6.699367e-05	1	2	2	2	1	1	1	0	1	3	0	0	2	0	0	0	16	0	1.986373e-05	0	9.480021e-06
chr19	  3982519	  3982539	chr19-101	  156.50	-	ENSG00000167658	EEF2	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0006159582	3	3	3	3	2	2	1	2	3	2	3	2	2	2	2	1	36	0	0	8.744316e-06	9.480021e-06
chr19	 14622273	 14622293	chr19-30	  178.00	+				UnAn	UnAn	0	0.0008098349	3	3	3	3	2	2	1	2	2	4	1	2	2	1	3	6	40	5.28667e-05	1.986373e-05	0	0
chr19	 15236996	 15237016	chr19-7	  321.70	-	ENSG00000141867	BRD4	3'UTR	3'UTR	3'UTR	1	0.001273253	3	3	3	3	2	2	2	2	2	5	0	2	2	3	3	5	42	2.643335e-05	5.95912e-05	0	0
chr19	 15237144	 15237164	chr19-15	  244.20	-	ENSG00000141867	BRD4	3'UTR	3'UTR	3'UTR	1	0.0007171467	3	3	3	3	2	2	1	1	2	4	4	2	3	1	3	4	41	2.643335e-05	3.972747e-05	0	9.480021e-06
chr19	 16646273	 16646293	chr19-304	   25.10	-	ENSG00000214046	SMIM7	3'UTR|intron	3'UTR	3'UTR	2	0.0001108961	2	2	3	3	2	1	1	0	1	3	1	1	2	0	0	0	22	2.643335e-05	1.986373e-05	0	0
chr19	 18280036	 18280056	chr19-2	 2505.50	-	ENSG00000130522	JUND	3'UTR|CDS|intron	3'UTR	3'UTR	3	0.005611014	3	3	3	3	2	2	2	2	2	5	3	4	2	3	2	5	46	0	3.972747e-05	0	2.844006e-05
chr19	 19506918	 19506938	chr19-17	  201.80	+	ENSG00000167491	GATAD2A	3'UTR	3'UTR	3'UTR	1	0.0008597922	3	3	3	3	2	2	1	1	2	3	0	0	2	3	1	6	35	0	1.986373e-05	0	2.844006e-05
chr19	 19786854	 19786874	chr19-203	   32.20	-	ENSG00000081665	ZNF506	3'UTR|CDS|intron|TE|lncRNA	3'UTR	3'UTR	5	0.0001283413	3	3	3	3	1	1	1	0	1	3	0	1	2	0	1	2	25	2.643335e-05	1.986373e-05	0	0
chr19	 21121872	 21121892	chr19-32	  160.40	+	ENSG00000160352	ZNF714	3'UTR|intron	3'UTR	3'UTR	2	0.0006121445	3	3	3	3	1	2	1	1	3	4	2	2	2	1	3	3	37	2.643335e-05	1.986373e-05	0	0
chr19	 22694841	 22694861	chr19-229	   43.20	-	ENSG00000268981		intron|lncRNA	lncRNA	ncRNA	2	0.0001685398	3	3	3	3	2	2	1	1	0	1	3	2	2	2	1	0	29	0	1.986373e-05	8.744316e-06	0
chr19	 23220887	 23220907	chr19-403	   19.00	-			downstream 10K	DS10K	DS10K	1	6.990272e-05	3	3	2	3	0	1	0	0	0	1	0	1	2	0	0	0	16	0	1.986373e-05	8.744316e-06	0
chr19	 23370204	 23370224	chr19-128	   50.70	-	ENSG00000167232	ZNF91	intron	intron	intron	1	0.0001718618	3	3	1	3	2	2	1	1	1	3	3	2	2	0	0	0	27	2.643335e-05	1.986373e-05	0	0
chr19	 24001595	 24001615	chr19-812	   11.50	-				UnAn	UnAn	0	6.431953e-05	0	0	0	0	1	1	1	0	0	0	2	2	2	1	1	0	11	0	0	8.744316e-06	9.480021e-06
chr19	 34227531	 34227551	chr19-26	  214.20	+	ENSG00000257103	LSM14A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0005783498	3	3	3	3	2	2	1	1	1	4	1	2	2	2	3	2	35	2.643335e-05	0	0	9.480021e-06
chr19	 35575620	 35575640	chr19-34	  122.50	+	ENSG00000283907		lncRNA	lncRNA	ncRNA	1	0.0004393786	2	3	1	2	2	2	2	2	1	1	3	3	2	2	3	0	31	0	0	5.24659e-05	9.480021e-06
chr19	 38730472	 38730492	chr19-14	  272.80	+	ENSG00000130402	ACTN4	3'UTR	3'UTR	3'UTR	1	0.001081512	3	3	3	3	2	2	1	1	2	4	2	2	3	1	3	6	41	2.643335e-05	1.986373e-05	0	9.480021e-06
chr19	 38836584	 38836604	chr19-1	 1941.80	-	ENSG00000104824	HNRNPL	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.006238339	3	3	3	3	2	2	2	2	4	4	4	4	2	4	4	7	53	2.643335e-05	3.972747e-05	0	0
chr19	 46610703	 46610723	chr19-12	  272.40	+	ENSG00000160014	CALM3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001178203	3	3	3	3	2	2	1	1	2	4	1	3	3	4	3	4	42	2.643335e-05	1.986373e-05	0	9.480021e-06
chr19	 49497745	 49497765	chr19-83	  237.50	+	ENSG00000142534	RPS11	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	0.000690535	3	3	3	3	1	2	2	2	2	2	2	3	2	2	3	1	36	0	0	8.744316e-06	1.896004e-05
chr19	 53005359	 53005379	chr19-181	   41.90	+				UnAn	UnAn	0	0.000190579	3	3	3	3	2	2	1	0	2	2	0	0	2	1	2	2	28	2.643335e-05	1.986373e-05	0	0
chr2	 20202081	 20202101	chr2-4	 1483.00	-	ENSG00000115884	SDC1	3'UTR	3'UTR	3'UTR	1	0.004336237	3	3	3	3	2	2	2	2	3	4	3	3	2	3	3	7	48	2.643335e-05	1.986373e-05	0	0
chr2	 20449133	 20449153	chr2-132	   90.30	+	ENSG00000143878	RHOB	3'UTR	3'UTR	3'UTR	1	0.0006189691	3	3	3	3	2	2	2	1	2	4	2	3	2	2	1	5	40	0	1.986373e-05	1.748863e-05	0
chr2	 21007722	 21007742	chr2-183	   71.80	-	ENSG00000084674	APOB	CDS|downstream 10K	CDS	CDS	2	0.0003291414	3	3	3	3	1	1	1	1	2	3	0	2	2	1	1	1	28	0	1.986373e-05	0	9.480021e-06
chr2	 28801444	 28801464	chr2-14	  490.10	+	ENSG00000163806	SPDYA	3'UTR|intron	3'UTR	3'UTR	2	0.001528219	3	3	3	3	2	2	1	2	3	4	2	2	3	2	3	4	42	0	5.95912e-05	4.372158e-05	9.480021e-06
chr2	 31949614	 31949634	chr2-15006	    3.97	-	ENSG00000162959	MEMO1	intron	intron	intron	1	4.113205e-05	1	1	3	1	0	0	0	0	2	0	0	0	2	0	1	0	11	0	1.986373e-05	8.744316e-06	0
chr2	 43223681	 43223701	chr2-58	  131.30	-	ENSG00000152518	ZFP36L2	3'UTR	3'UTR	3'UTR	1	0.0005752235	3	3	3	3	2	2	1	1	2	4	3	4	2	2	1	3	39	0	1.986373e-05	8.744316e-06	0
chr2	 43224078	 43224098	chr2-13	  544.70	-	ENSG00000152518	ZFP36L2	3'UTR	3'UTR	3'UTR	1	0.001636918	3	3	3	3	2	2	2	1	3	4	2	1	3	1	2	3	38	2.643335e-05	1.986373e-05	0	9.480021e-06
chr2	 50399791	 50399811	chr2-33530	    3.97	+			Other|unannotated	Other	Other	2	0.0001673346	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	5	0	0	8.744316e-06	9.480021e-06
chr2	 54668701	 54668721	chr2-5	  925.10	+	ENSG00000115306	SPTBN1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.004271071	3	3	3	3	2	2	2	2	3	5	3	4	4	3	5	6	53	7.930004e-05	5.95912e-05	1.748863e-05	9.480021e-06
chr2	 54669256	 54669276	chr2-1	 4009.60	+	ENSG00000115306	SPTBN1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.01652614	3	3	3	3	2	2	2	2	3	5	4	4	4	4	6	7	57	0.0001850334	0.0002780923	8.744316e-06	2.844006e-05
chr2	 59322202	 59322222	chr2-459	  178.90	+			unannotated	UnAn	UnAn	1	0.0006918331	3	3	3	3	2	2	2	2	1	5	3	2	3	3	2	1	40	5.28667e-05	0	3.497726e-05	9.480021e-06
chr2	 67962205	 67962225	chr2-52127	    2.64	+			Other|unannotated	Other	Other	2	3.239345e-05	1	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	6	0	1.986373e-05	0	9.480021e-06
chr2	 70089069	 70089089	chr2-10	  392.20	+	ENSG00000169564	PCBP1	3'UTR	3'UTR	3'UTR	1	0.002097949	3	3	3	3	2	2	1	2	3	4	2	4	2	3	4	7	48	2.643335e-05	3.972747e-05	0	0
chr2	 70220608	 70220628	chr2-3334	   21.20	-	ENSG00000115998	C2orf42	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001001263	3	3	1	3	2	1	1	1	1	1	1	1	2	0	0	0	21	2.643335e-05	1.986373e-05	0	0
chr2	 71376425	 71376445	chr2-6358	    9.25	+	ENSG00000075292	ZNF638	intron	intron	intron	1	5.007296e-05	3	2	2	3	1	1	0	0	0	1	2	0	2	1	1	0	19	0	0	8.744316e-06	9.480021e-06
chr2	 78297656	 78297676	chr2-787	   48.90	-				UnAn	UnAn	0	0.0001388073	3	3	2	3	2	2	1	0	1	4	2	1	2	0	1	0	27	0	1.986373e-05	8.744316e-06	0
chr2	 78480327	 78480347	chr2-218	   62.10	-			unannotated	UnAn	UnAn	1	0.000228527	3	3	3	3	2	2	2	1	2	3	1	2	2	0	2	0	31	2.643335e-05	0	0	9.480021e-06
chr2	 87824907	 87824927	chr2-125	  244.20	+				UnAn	UnAn	0	0.0007298937	2	2	3	3	2	2	2	2	3	4	2	2	2	2	2	2	37	0	0	1.748863e-05	9.480021e-06
chr2	 97923626	 97923646	chr2-1653	   26.90	+			TE|unannotated	TE	TE	2	0.000359596	0	0	1	1	1	1	0	1	0	2	2	2	2	2	4	3	22	0	0	8.744316e-06	9.480021e-06
chr2	113713732	113713752	chr2-8	  467.20	-	ENSG00000115084	SLC35F5	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.001931289	3	3	3	3	2	2	1	2	3	5	0	3	2	2	3	6	43	0.0001057334	0	8.744316e-06	0
chr2	130657998	130658018	chr2-1722	  143.20	+	ENSG00000222038	POTEJ	3'UTR	3'UTR	3'UTR	1	0.0006598705	3	3	3	3	1	2	1	1	2	3	2	1	2	4	3	4	38	0.0001057334	1.986373e-05	0	0
chr2	131264804	131264824	chr2-908	  155.10	+	ENSG00000115762	PLEKHB2	3'UTR|intron	3'UTR	3'UTR	2	0.0004777793	2	3	3	3	2	2	1	1	1	3	2	1	2	3	2	3	34	5.28667e-05	3.972747e-05	0	0
chr2	131472429	131472449	chr2-6673	    8.81	-	ENSG00000173272	MZT2A	intron|CDS_Retained_intron	CDS_RI	intron	2	4.782393e-05	1	0	3	0	1	1	0	0	0	1	0	0	2	0	0	1	10	0	1.986373e-05	8.744316e-06	0
chr2	132255017	132255037	chr2-36	  499.30	-	ENSG00000163046	ANKRD30BL	intron	intron	intron	1	0.002177185	3	3	3	3	2	2	2	2	3	5	2	2	3	3	3	3	44	2.643335e-05	0	0.0002011193	9.480021e-06
chr2	132255162	132255182	chr2-151	   67.00	-	ENSG00000163046	ANKRD30BL	intron	intron	intron	1	0.0003213055	3	3	1	3	1	2	1	1	1	4	2	2	2	2	2	4	34	0	0	4.372158e-05	1.896004e-05
chr2	132255375	132255395	chr2-1831	   30.00	-	ENSG00000163046	ANKRD30BL	intron	intron	intron	1	9.521495e-05	0	2	2	3	1	1	1	0	1	0	2	1	2	1	2	0	19	0	0	8.744316e-06	9.480021e-06
chr2	132255537	132255557	chr2-3095	   19.80	-	ENSG00000163046	ANKRD30BL	intron	intron	intron	1	0.0001360512	0	2	1	1	1	2	0	1	1	0	3	2	2	2	2	0	20	0	0	8.744316e-06	9.480021e-06
chr2	132279839	132279859	chr2-1230	   45.80	-				UnAn	UnAn	0	0.0001865922	2	3	1	1	2	2	0	1	0	1	3	4	2	1	3	0	26	0	0	8.744316e-06	9.480021e-06
chr2	132281062	132281082	chr2-360	   82.40	-				UnAn	UnAn	0	0.001181921	3	3	3	1	2	1	2	1	2	4	2	2	3	3	3	4	39	2.643335e-05	0	0.0001224204	0.0001327203
chr2	132281455	132281475	chr2-775	   39.20	-				UnAn	UnAn	0	0.0001491629	2	1	0	0	1	1	1	1	1	1	2	2	2	2	2	1	20	0	0	1.748863e-05	1.896004e-05
chr2	139737817	139737837	chr2-4455	   15.40	+			unannotated	UnAn	UnAn	1	9.082793e-05	2	3	2	2	2	1	1	0	0	2	1	1	2	0	0	0	19	2.643335e-05	1.986373e-05	0	0
chr2	148881823	148881843	chr2-628	   94.80	-	ENSG00000231079	KIF5C-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.0003399594	3	2	3	3	2	2	1	2	3	3	4	1	2	2	1	0	34	0	1.986373e-05	0	9.480021e-06
chr2	156098948	156098968	chr2-153	  129.60	-	ENSG00000226383	LINC01876	intron|lncRNA	lncRNA	ncRNA	2	0.0003825232	3	3	3	3	2	2	1	1	2	3	2	2	2	0	1	0	30	2.643335e-05	1.986373e-05	0	0
chr2	156098948	156098968	chr2-153	  129.60	-	ENSG00000226383	LINC01876	intron|lncRNA	lncRNA	ncRNA	2	0.0003825232	3	3	3	3	2	2	1	1	2	3	2	2	2	0	1	0	30	2.643335e-05	1.986373e-05	0	0
chr2	159724704	159724724	chr2-21976	    4.85	+	ENSG00000136536	MARCHF7	intron	intron	intron	1	4.613673e-05	1	2	1	1	1	0	1	0	1	0	1	0	2	0	1	0	12	0	1.986373e-05	0	9.480021e-06
chr2	159764335	159764355	chr2-698	   31.30	+	ENSG00000136536	MARCHF7	intron	intron	intron	1	0.0001780058	3	3	3	3	2	2	1	1	1	4	0	1	2	0	1	0	27	2.643335e-05	0	0	9.480021e-06
chr2	163603492	163603512	chr2-348	   42.70	-	ENSG00000182263	FIGN	3'UTR|intron	3'UTR	3'UTR	2	0.0002247292	3	3	3	3	1	2	1	2	1	3	1	3	2	0	1	3	32	0	1.986373e-05	0	9.480021e-06
