chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_E_M_1	NLS_E_M_2	NLS_E_M_3	NLS_E_M_4
chr6	 76948944	 76948964	chr6-949	   17.20	-			unannotated	UnAn	UnAn	1	5.399458e-05	3	3	1	0	2	1	0	0	0	3	2	0	0	0	0	0	15	4.927298e-06	1.366858e-05	0	0
chr6	 76956980	 76957000	chr6-3967	    9.70	-			unannotated	UnAn	UnAn	1	3.595009e-05	2	3	0	2	1	1	1	0	1	2	2	1	0	0	0	0	16	4.927298e-06	6.834289e-06	0	0
chr6	 76981091	 76981111	chr6-1031	   16.70	-			unannotated	UnAn	UnAn	1	9.294801e-05	3	2	1	3	1	1	1	0	2	1	2	0	0	0	1	0	18	9.854595e-06	0	0	2.093956e-06
chr6	 76987028	 76987048	chr6-609	   31.30	-			unannotated	UnAn	UnAn	1	7.029118e-05	2	3	2	3	2	1	1	1	1	3	2	1	0	0	1	0	23	4.927298e-06	6.834289e-06	0	0
chr6	 77000693	 77000713	chr6-2676	   11.00	-			unannotated	UnAn	UnAn	1	2.47767e-05	1	3	0	3	2	1	1	0	0	1	2	0	0	0	0	0	14	4.927298e-06	0	1.891364e-06	0
chr6	 77054123	 77054143	chr6-3921	    6.61	-			unannotated	UnAn	UnAn	1	3.536068e-05	1	1	1	1	1	1	1	1	2	0	2	1	0	0	0	0	13	0	6.834289e-06	0	2.093956e-06
chr6	 77057367	 77057387	chr6-1863	   12.80	-			unannotated	UnAn	UnAn	1	5.09391e-05	3	2	3	2	2	1	1	0	1	0	2	1	0	0	0	0	18	4.927298e-06	6.834289e-06	0	0
chr6	 77125532	 77125552	chr6-230	   47.60	-			unannotated	UnAn	UnAn	1	0.0001379542	3	3	3	3	2	2	1	1	1	3	2	1	0	0	2	1	28	4.927298e-06	2.050287e-05	0	0
chr6	 77135527	 77135547	chr6-345	   36.10	-			unannotated	UnAn	UnAn	1	0.0001554519	3	3	1	3	2	2	1	0	0	3	2	3	0	0	0	2	25	4.927298e-06	0	0	4.187912e-06
chr6	 77146992	 77147012	chr6-2373	    9.70	-			unannotated	UnAn	UnAn	1	3.14897e-05	0	2	1	3	1	1	0	0	0	1	2	0	0	0	0	1	12	4.927298e-06	0	0	2.093956e-06
chr6	 77212623	 77212643	chr6-958	   19.40	-			unannotated	UnAn	UnAn	1	5.010531e-05	3	2	3	3	1	1	1	0	1	1	2	2	0	0	0	1	21	4.927298e-06	0	1.891364e-06	0
chr6	 77233733	 77233753	chr6-8303	    4.41	-			unannotated	UnAn	UnAn	1	1.868889e-05	0	2	1	1	2	1	0	0	1	0	2	0	0	0	0	0	10	4.927298e-06	6.834289e-06	0	0
chr6	 78937143	 78937163	chr6-320	   43.20	-	ENSG00000146247	PHIP	3'UTR	3'UTR	3'UTR	1	0.0002366679	3	3	3	3	1	2	1	1	1	4	3	1	2	0	1	2	31	4.927298e-06	6.834289e-06	1.891364e-06	0
chr6	 78959136	 78959156	chr6-3049	    8.81	-	ENSG00000146247	PHIP	intron|CDS_Retained_intron	CDS_RI	intron	2	2.671793e-05	0	1	3	3	1	1	1	1	1	3	2	0	0	0	0	0	17	4.927298e-06	0	0	2.093956e-06
chr6	 78981762	 78981782	chr6-891	   23.40	-	ENSG00000146247	PHIP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	7.659646e-05	2	3	2	3	2	1	1	0	2	3	2	1	0	0	0	0	22	9.854595e-06	6.834289e-06	0	0
chr6	 79011576	 79011596	chr6-9395	    4.41	-	ENSG00000146247	PHIP	downstream 10K|intron	intron	intron	2	1.27991e-05	1	0	1	1	0	1	0	0	0	0	2	1	0	0	1	0	8	0	0	1.891364e-06	2.093956e-06
chr6	 79017511	 79017531	chr6-378	   32.60	-	ENSG00000146247	PHIP	3'UTR|CDS	3'UTR	3'UTR	2	9.855957e-05	3	3	3	3	1	1	1	1	0	4	2	0	0	0	0	2	24	4.927298e-06	6.834289e-06	0	0
chr6	 79034386	 79034406	chr6-8446	    5.73	-	ENSG00000146247	PHIP	downstream 10K|intron	intron	intron	2	2.004959e-05	1	2	2	2	1	0	0	0	0	2	2	0	0	0	0	0	12	4.927298e-06	0	1.891364e-06	0
chr6	 79060077	 79060097	chr6-993	   17.20	-	ENSG00000146247	PHIP	downstream 10K|intron	intron	intron	2	5.787097e-05	3	3	1	3	2	2	0	1	1	2	2	1	0	0	0	0	21	4.927298e-06	0	0	4.187912e-06
chr6	 79071929	 79071949	chr6-105	   64.80	-	ENSG00000146247	PHIP	intron	intron	intron	1	0.0001962423	2	2	3	3	2	2	1	1	1	4	3	3	0	1	2	1	31	4.927298e-06	0	1.891364e-06	2.093956e-06
chr6	 80221462	 80221482	chr6-10681	    4.85	+	ENSG00000083123	BCKDHB	intron	intron	intron	1	1.60435e-05	2	0	1	1	1	1	1	0	0	0	2	0	0	0	0	0	9	4.927298e-06	0	0	2.093956e-06
chr6	 80390706	 80390726	chr6-16998	    3.08	+			Other|unannotated	Other	Other	2	1.126053e-05	2	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	7	4.927298e-06	0	1.891364e-06	0
chr6	 80393947	 80393967	chr6-16211	    3.08	+			unannotated	UnAn	UnAn	1	1.132485e-05	0	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	6	4.927298e-06	0	0	2.093956e-06
chr6	 80434571	 80434591	chr6-18051	    2.64	+				UnAn	UnAn	0	1.100392e-05	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	5	4.927298e-06	0	0	2.093956e-06
chr6	 80435450	 80435470	chr6-9759	    4.41	+			TE	TE	TE	1	2.245795e-05	2	0	0	1	1	0	1	1	0	1	2	0	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr6	 81701161	 81701181	chr6-19399	    2.64	+			unannotated	UnAn	UnAn	1	1.850738e-05	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	5	4.927298e-06	6.834289e-06	0	0
chr6	 81963202	 81963222	chr6-28223	    2.20	-	ENSG00000226453	LINC02542	intron|lncRNA	lncRNA	ncRNA	2	5.503561e-06	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	1.891364e-06	2.093956e-06
chr6	 82955610	 82955630	chr6-13804	    3.53	-	ENSG00000118420	UBE3D	downstream 10K|intron	intron	intron	2	1.810886e-05	2	0	1	1	0	1	1	0	0	1	2	0	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr6	 83006949	 83006969	chr6-701	   21.20	-	ENSG00000118420	UBE3D	intron	intron	intron	1	5.236393e-05	3	3	3	3	1	2	1	0	1	2	2	0	0	0	0	0	21	4.927298e-06	0	1.891364e-06	0
chr6	 83079646	 83079666	chr6-6579	    5.29	+	ENSG00000083097	DOP1A	intron	intron	intron	1	2.060302e-05	1	2	1	2	1	1	0	0	0	1	2	0	0	0	0	0	11	4.927298e-06	6.834289e-06	0	0
chr6	 83092658	 83092678	chr6-22117	    2.64	+	ENSG00000083097	DOP1A	intron	intron	intron	1	1.954415e-05	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	6	4.927298e-06	6.834289e-06	0	0
chr6	 83180380	 83180400	chr6-2835	   11.50	-	ENSG00000013375	PGM3	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	9.891415e-05	1	2	1	3	0	1	1	0	1	3	2	0	0	0	1	0	16	4.927298e-06	6.834289e-06	0	0
chr6	 83190255	 83190275	chr6-4730	    6.61	-	ENSG00000013375	PGM3	intron|CDS_Retained_intron	CDS_RI	intron	2	3.415383e-05	2	2	2	0	0	1	1	1	1	0	2	0	0	0	0	1	13	0	0	1.891364e-06	2.093956e-06
chr6	 83269140	 83269160	chr6-7568	    5.29	-	ENSG00000065833	ME1	intron	intron	intron	1	2.063611e-05	0	1	1	1	1	1	1	0	0	1	2	0	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr6	 83286369	 83286389	chr6-1801	   15.40	-	ENSG00000065833	ME1	intron	intron	intron	1	4.769804e-05	3	3	1	3	1	1	1	0	1	1	2	1	0	0	0	0	18	4.927298e-06	6.834289e-06	0	0
chr6	 83286990	 83287010	chr6-1012	   18.50	-	ENSG00000065833	ME1	intron|TE	TE	TE	2	7.496728e-05	2	2	2	2	1	2	1	0	1	4	2	0	1	0	0	0	20	4.927298e-06	6.834289e-06	0	0
chr6	 83368355	 83368375	chr6-2538	    8.81	-	ENSG00000065833	ME1	intron	intron	intron	1	4.550493e-05	2	3	3	1	1	1	2	0	1	1	2	1	0	0	0	0	18	4.927298e-06	6.834289e-06	0	0
chr6	 83380046	 83380066	chr6-16141	    3.53	-	ENSG00000065833	ME1	intron	intron	intron	1	1.75836e-05	0	0	0	1	1	0	0	0	1	1	3	1	0	0	0	0	8	4.927298e-06	0	1.891364e-06	2.093956e-06
chr6	 84233117	 84233137	chr6-2529	   27.30	-				UnAn	UnAn	0	8.486929e-05	2	2	0	0	1	2	1	0	1	1	2	2	1	1	1	0	17	0	0	5.674092e-06	1.256373e-05
chr6	 84353955	 84353975	chr6-5052	    7.05	-			unannotated	UnAn	UnAn	1	3.389598e-05	2	1	1	3	1	1	0	1	1	2	2	0	0	0	0	0	15	4.927298e-06	1.366858e-05	0	0
chr6	 85513618	 85513638	chr6-14787	    3.08	-	ENSG00000135317	SNX14	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.314079e-05	0	0	0	0	0	1	0	0	1	2	2	0	0	0	0	0	6	0	6.834289e-06	0	2.093956e-06
chr6	 85609378	 85609398	chr6-5151	    6.61	-	ENSG00000135316	SYNCRIP	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	2.564004e-05	0	1	3	3	1	2	0	0	0	0	2	1	0	0	0	1	14	4.927298e-06	0	1.891364e-06	0
chr6	 85609842	 85609862	chr6-1614	   13.20	-	ENSG00000135316	SYNCRIP	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	4.028291e-05	0	2	2	3	1	2	0	0	0	2	2	2	0	1	0	1	18	4.927298e-06	0	0	4.187912e-06
chr6	 85611247	 85611267	chr6-174	   48.50	-	ENSG00000135316	SYNCRIP	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001657927	3	3	3	3	2	2	1	2	2	3	2	0	0	1	1	3	31	4.927298e-06	0	0	4.187912e-06
chr6	 85639622	 85639642	chr6-6531	    5.29	-	ENSG00000135316	SYNCRIP	intron	intron	intron	1	2.779807e-05	2	0	1	0	1	2	0	0	1	1	3	1	0	0	0	0	12	4.927298e-06	6.834289e-06	1.891364e-06	0
chr6	 85677303	 85677323	chr6-66	  130.50	-	ENSG00000203875	SNHG5	intron|lncRNA|ncRNA_Retained_intron	lncRNA	ncRNA	3	0.001243186	3	3	3	3	2	2	2	2	3	3	4	3	2	3	2	3	43	4.927298e-06	6.834289e-06	6.241501e-05	7.328845e-05
chr6	 85677598	 85677618	chr6-535	   26.90	-	ENSG00000203875	SNHG5	intron|lncRNA|snoRNA|ncRNA_Retained_intron	lncRNA	ncRNA	4	0.0001816953	3	2	1	0	2	2	2	1	2	3	2	2	1	2	0	1	26	0	0	7.565455e-06	1.675165e-05
chr6	 87237187	 87237207	chr6-1942	   12.80	+	ENSG00000188994	ZNF292	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	3.923332e-05	2	3	0	3	1	2	0	1	1	1	2	1	0	0	1	0	18	0	6.834289e-06	0	2.093956e-06
chr6	 87542476	 87542496	chr6-11114	    3.97	-	ENSG00000146282	RARS2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.788218e-05	0	1	1	1	1	0	0	0	1	0	2	0	0	0	0	0	7	0	6.834289e-06	1.891364e-06	0
chr6	 87542476	 87542496	chr6-11114	    3.97	-	ENSG00000146282	RARS2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.788218e-05	0	1	1	1	1	0	0	0	1	0	2	0	0	0	0	0	7	0	6.834289e-06	1.891364e-06	0
chr6	 88007257	 88007277	chr6-251	   54.60	+			Other|unannotated	Other	Other	2	0.0004529156	0	1	3	2	1	1	1	1	0	3	2	2	0	2	3	4	26	0	0	1.891364e-06	4.187912e-06
chr6	 88275735	 88275755	chr6-2	 1940.90	-	ENSG00000234426		intron|lncRNA	lncRNA	ncRNA	2	0.00739227	3	3	3	3	2	2	2	2	3	5	3	4	4	4	4	7	54	4.927298e-06	0	1.891364e-05	1.675165e-05
chr6	 88275829	 88275849	chr6-1009	   45.40	-	ENSG00000234426		intron|lncRNA	lncRNA	ncRNA	2	0.0002688605	2	3	3	3	2	2	1	1	1	3	2	1	1	1	2	2	30	0	6.834289e-06	0	2.093956e-06
chr6	 88654835	 88654855	chr6-833	   24.70	-	ENSG00000111880	RNGTT	intron	intron	intron	1	7.538007e-05	3	3	3	3	1	1	1	0	1	4	2	0	0	1	0	0	23	4.927298e-06	6.834289e-06	0	0
chr6	 88749620	 88749640	chr6-3030	   10.10	-	ENSG00000111880	RNGTT	intron|CDS_Retained_intron	CDS_RI	intron	2	3.327088e-05	2	3	2	2	0	1	0	1	1	1	2	0	0	0	0	0	15	4.927298e-06	6.834289e-06	0	0
chr6	 88768738	 88768758	chr6-3071	    8.81	-	ENSG00000111880	RNGTT	intron|CDS_Retained_intron	CDS_RI	intron	2	2.663258e-05	3	2	0	2	1	1	1	1	1	2	2	0	0	0	0	0	16	4.927298e-06	0	1.891364e-06	0
chr6	 88855473	 88855493	chr6-1147	   14.10	-	ENSG00000111880	RNGTT	intron|CDS_Retained_intron	CDS_RI	intron	2	9.886061e-05	3	3	2	3	0	1	1	0	2	3	2	0	0	0	0	0	20	4.927298e-06	0	1.891364e-06	0
chr6	 88903486	 88903506	chr6-1843	   12.80	-	ENSG00000111880	RNGTT	intron|CDS_Retained_intron	CDS_RI	intron	2	4.308916e-05	3	2	3	3	1	1	0	0	1	0	2	1	0	0	0	0	17	4.927298e-06	6.834289e-06	0	0
chr6	 89063574	 89063594	chr6-207	  238.40	-	ENSG00000223001	RNU2-61P	snRNA	snRNA	ncRNA	1	0.0006681373	3	3	3	3	2	2	1	2	2	4	3	3	1	2	3	1	38	0	6.834289e-06	1.513091e-05	6.281867e-06
chr6	 89162514	 89162534	chr6-89	   78.40	+	ENSG00000146281	PM20D2	3'UTR	3'UTR	3'UTR	1	0.000297782	3	3	3	3	1	1	1	1	1	3	2	1	0	1	0	3	27	4.927298e-06	1.366858e-05	0	0
chr6	 90572038	 90572058	chr6-872	   18.50	-	ENSG00000135341	MAP3K7	downstream 10K|intron	intron	intron	2	4.390276e-05	3	3	1	3	2	1	1	0	0	2	2	0	0	1	1	0	20	0	0	3.782728e-06	2.093956e-06
chr6	 90585338	 90585358	chr6-4311	    7.93	-	ENSG00000135341	MAP3K7	downstream 10K|intron	intron	intron	2	2.540372e-05	2	1	1	2	1	1	0	0	1	2	2	0	0	0	0	0	13	4.927298e-06	0	3.782728e-06	0
chr6	 91866397	 91866417	chr6-4115	   11.50	+			TE|unannotated	TE	TE	2	5.154082e-05	0	0	0	0	1	1	0	0	0	0	2	1	1	2	1	2	11	0	0	1.891364e-06	2.093956e-06
chr6	 92779541	 92779561	chr6-14363	    3.53	+			Other|unannotated	Other	Other	2	2.320084e-05	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	2	7	0	0	1.891364e-06	2.093956e-06
chr6	 94518992	 94519012	chr6-93	  109.70	+			Other|unannotated	Other	Other	2	0.0003647762	3	3	3	3	2	2	1	0	1	4	2	2	1	3	2	4	36	0	6.834289e-06	1.891364e-06	0
chr6	 95439695	 95439715	chr6-27741	    2.20	+			Other|unannotated	Other	Other	2	7.79106e-06	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	5	0	0	1.891364e-06	2.093956e-06
chr6	 96273950	 96273970	chr6-6149	   26.00	-	ENSG00000233797	UFL1-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.00014585	2	2	2	3	2	2	0	1	1	3	2	1	0	1	1	2	25	0	6.834289e-06	1.891364e-06	0
chr6	 96792423	 96792443	chr6-7887	    5.29	+	ENSG00000224384		intron|Other|lncRNA	lncRNA	ncRNA	3	1.957241e-05	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	2	7	0	0	3.782728e-06	2.093956e-06
chr6	 97277638	 97277658	chr6-25272	    2.20	-	ENSG00000146263	MMS22L	intron|CDS_Retained_intron	CDS_RI	intron	2	1.276313e-05	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	5	0	6.834289e-06	0	2.093956e-06
chr6	 98873884	 98873904	chr6-11195	    3.53	-	ENSG00000112234	FBXL4	3'UTR	3'UTR	3'UTR	1	2.132253e-05	1	1	1	2	1	1	1	0	0	0	2	1	0	0	0	0	11	0	6.834289e-06	0	2.093956e-06
chr6	 99398675	 99398695	chr6-7503	    6.17	-	ENSG00000132424	PNISR	3'UTR	3'UTR	3'UTR	1	2.070427e-05	1	1	2	3	1	1	1	0	1	1	2	0	0	0	0	1	15	0	0	1.891364e-06	2.093956e-06
chr6	 99415136	 99415156	chr6-5658	   12.80	-	ENSG00000132424	PNISR	intron|CDS_Retained_intron	CDS_RI	intron	2	3.89769e-05	1	1	1	2	1	1	1	0	1	1	2	0	0	0	0	1	13	4.927298e-06	6.834289e-06	0	0
chr6	 99482354	 99482374	chr6-4590	    8.37	-	ENSG00000123552	USP45	3'UTR|intron	3'UTR	3'UTR	2	2.287831e-05	2	3	1	3	0	1	1	0	1	1	2	0	0	0	0	0	15	4.927298e-06	0	0	2.093956e-06
chr6	100132995	100133015	chr6-15592	    3.08	-			unannotated	UnAn	UnAn	1	4.117645e-05	1	0	0	0	2	0	0	0	0	1	2	1	1	0	0	0	8	0	6.834289e-06	1.891364e-06	0
chr6	100142079	100142099	chr6-2908	   10.10	-			unannotated	UnAn	UnAn	1	5.7951e-05	3	3	2	3	1	2	1	0	1	1	2	2	0	0	1	0	22	4.927298e-06	0	0	2.093956e-06
chr6	100180189	100180209	chr6-5382	    7.93	-			unannotated	UnAn	UnAn	1	3.040042e-05	2	1	0	3	1	1	0	1	0	2	2	0	0	0	0	0	13	0	1.366858e-05	1.891364e-06	0
chr6	101399578	101399598	chr6-5012	    6.61	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	1.996815e-05	0	1	0	0	1	1	1	0	1	1	2	0	0	0	1	0	9	4.927298e-06	0	1.891364e-06	0
chr6	101400259	101400279	chr6-20484	    2.64	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	9.908945e-06	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	6	4.927298e-06	0	1.891364e-06	0
chr6	101413327	101413347	chr6-14194	    5.29	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	4.220939e-05	0	0	0	0	1	1	0	1	1	0	2	2	0	0	0	0	8	9.854595e-06	6.834289e-06	0	0
chr6	101436319	101436339	chr6-8261	    4.41	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	5.468013e-05	0	1	0	1	1	1	1	1	1	0	2	2	1	0	0	0	12	0	6.834289e-06	0	2.093956e-06
chr6	101447096	101447116	chr6-611	   30.40	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001128597	2	0	0	1	2	2	1	1	1	4	2	2	0	1	0	0	19	9.854595e-06	0	1.891364e-06	0
chr6	101447687	101447707	chr6-3740	    8.37	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	2.3792e-05	1	0	0	1	2	1	1	0	0	2	2	0	0	0	0	0	10	4.927298e-06	6.834289e-06	0	0
chr6	101449329	101449349	chr6-4326	    7.93	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	5.953048e-05	0	0	0	0	2	1	1	0	1	2	2	1	0	0	0	1	11	4.927298e-06	1.366858e-05	0	0
chr6	101451637	101451657	chr6-2173	   12.30	+	ENSG00000164418	GRIK2	intron|TE|CDS_Retained_intron	TE	TE	3	0.0001211593	1	1	0	2	2	1	1	1	1	3	2	1	0	0	1	0	17	4.927298e-06	1.366858e-05	0	0
chr6	101458265	101458285	chr6-17939	    3.08	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	1.190587e-05	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	4	0	6.834289e-06	0	2.093956e-06
chr6	101465129	101465149	chr6-5335	    6.61	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	2.759775e-05	0	0	0	0	1	2	0	1	0	4	2	0	0	0	0	0	10	4.927298e-06	6.834289e-06	0	0
chr6	101471492	101471512	chr6-6841	    5.73	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	2.501086e-05	0	0	0	1	1	2	1	0	0	3	2	1	0	0	0	0	11	4.927298e-06	0	0	2.093956e-06
chr6	101484807	101484827	chr6-4080	    7.49	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	4.174138e-05	0	0	0	0	2	1	0	1	1	1	2	2	0	0	0	0	10	4.927298e-06	6.834289e-06	0	0
chr6	101499671	101499691	chr6-2781	   14.10	+	ENSG00000164418	GRIK2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	7.859342e-05	1	0	0	0	1	2	1	1	0	2	2	0	0	0	2	1	13	9.854595e-06	6.834289e-06	0	0
chr6	101499887	101499907	chr6-13468	    3.08	+	ENSG00000164418	GRIK2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.184265e-05	0	0	0	0	1	1	0	0	0	1	2	1	0	0	0	0	6	4.927298e-06	0	0	2.093956e-06
chr6	101503204	101503224	chr6-3404	    9.25	+	ENSG00000164418	GRIK2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.799309e-05	0	0	1	2	1	2	1	0	1	3	2	1	0	0	1	0	15	4.927298e-06	0	1.891364e-06	0
chr6	101508105	101508125	chr6-2378	   10.60	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	8.205741e-05	0	0	1	2	2	1	1	1	0	2	2	0	0	0	0	1	13	4.927298e-06	6.834289e-06	0	0
chr6	101511795	101511815	chr6-2859	    9.25	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	3.90278e-05	0	0	0	0	1	2	1	0	0	1	2	0	0	0	1	1	9	4.927298e-06	6.834289e-06	0	0
chr6	101530853	101530873	chr6-23032	    2.64	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	2.400198e-05	1	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	6	4.927298e-06	0	1.891364e-06	0
chr6	101531292	101531312	chr6-2084	   11.50	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	2.865038e-05	2	1	2	3	2	2	0	0	1	2	2	0	0	0	1	0	18	4.927298e-06	0	0	2.093956e-06
chr6	101558885	101558905	chr6-8804	    4.85	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	2.249311e-05	0	1	0	0	1	1	1	0	1	0	2	0	0	0	0	0	7	4.927298e-06	6.834289e-06	0	0
chr6	101622192	101622212	chr6-2720	   11.50	+	ENSG00000164418	GRIK2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	3.494124e-05	0	0	0	0	1	1	1	1	1	2	2	0	0	0	0	0	9	0	1.366858e-05	0	2.093956e-06
chr6	101899750	101899770	chr6-7917	    5.29	+	ENSG00000164418	GRIK2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.519069e-05	0	2	0	0	1	2	0	1	0	0	2	2	0	0	0	0	10	4.927298e-06	6.834289e-06	0	0
chr6	101904681	101904701	chr6-19355	    5.29	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	1.336831e-05	0	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	6	4.927298e-06	0	1.891364e-06	0
chr6	101904803	101904823	chr6-7163	    5.73	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	3.370571e-05	0	0	1	1	1	1	0	0	1	1	2	1	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr6	101910674	101910694	chr6-3932	    7.93	+	ENSG00000164418	GRIK2	intron|CDS_Retained_intron	CDS_RI	intron	2	2.519272e-05	1	0	0	0	1	1	1	0	0	2	2	0	0	0	1	0	9	4.927298e-06	6.834289e-06	0	0
chr6	101925486	101925506	chr6-13775	    3.08	+	ENSG00000164418	GRIK2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.780748e-05	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	6	0	6.834289e-06	0	2.093956e-06
chr6	102120465	102120485	chr6-29533	    1.76	-			unannotated	UnAn	UnAn	1	1.492488e-05	1	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	6	4.927298e-06	6.834289e-06	0	0
chr6	104049170	104049190	chr6-20367	    2.64	-			unannotated	UnAn	UnAn	1	1.580825e-05	0	2	0	2	1	0	0	0	0	0	2	0	0	0	0	0	7	4.927298e-06	6.834289e-06	0	0
chr6	104785351	104785371	chr6-391	   34.80	-	ENSG00000085382	HACE1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001137034	3	3	2	1	2	1	1	1	1	3	2	1	2	0	0	0	23	4.927298e-06	0	0	8.375823e-06
chr6	104981049	104981069	chr6-6215	    6.17	+	ENSG00000187772	LIN28B	intron	intron	intron	1	3.285572e-05	2	1	1	1	2	1	1	0	1	0	2	1	0	0	0	0	13	4.927298e-06	1.366858e-05	0	0
chr6	104990372	104990392	chr6-548	   28.60	+	ENSG00000187772	LIN28B	intron	intron	intron	1	7.799931e-05	3	3	3	3	1	2	1	0	1	3	2	0	0	0	1	0	23	4.927298e-06	6.834289e-06	0	0
chr6	105027390	105027410	chr6-1093	   19.00	+	ENSG00000187772	LIN28B	intron	intron	intron	1	6.465942e-05	3	2	2	3	1	1	1	1	1	3	2	0	0	1	0	1	22	0	6.834289e-06	0	2.093956e-06
chr6	105051548	105051568	chr6-150	   55.50	+	ENSG00000187772	LIN28B	intron	intron	intron	1	0.0002093156	3	3	3	3	2	2	1	0	2	4	2	1	1	0	1	2	30	0	6.834289e-06	0	2.093956e-06
chr6	106187064	106187084	chr6-9746	    3.97	-	ENSG00000057663	ATG5	intron	intron	intron	1	1.50493e-05	1	1	1	1	2	0	1	0	0	1	2	0	0	0	0	0	10	4.927298e-06	0	0	2.093956e-06
chr6	106243914	106243934	chr6-10861	    3.97	-	ENSG00000057663	ATG5	downstream 10K|intron|TE	TE	TE	3	1.762441e-05	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	1	6	0	0	3.782728e-06	2.093956e-06
chr6	107453435	107453455	chr6-632	   22.50	-	ENSG00000164494	PDSS2	intron|TE	TE	TE	2	5.988794e-05	3	3	3	3	1	0	0	0	1	3	2	1	0	0	0	0	20	0	6.834289e-06	0	4.187912e-06
