chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_I_M_1	NLS_I_M_2	NES_I_M_1	NES_I_M_2	G3BP_I_M_1	G3BP_I_M_2	G3BP_I_M_3	G3BP_I_M_4
chr6	 77019841	 77019861	chr6-633	   33.50	-			unannotated	UnAn	UnAn	1	0.0002894658	3	3	2	3	1	1	1	1	2	3	0	0	0	0	2	0	22	8.027595e-06	0	3.596148e-06	0	0	9.487936e-06	1.306737e-06	0
chr6	 77027813	 77027833	chr6-1563	   10.60	-			unannotated	UnAn	UnAn	1	5.429049e-05	3	1	3	3	2	2	1	0	1	1	1	0	0	1	0	0	19	1.235015e-06	1.143869e-06	2.397432e-06	0	0	4.743968e-06	0	0
chr6	 77034710	 77034730	chr6-586	   31.70	-			unannotated	UnAn	UnAn	1	7.530194e-05	3	3	3	3	1	2	1	1	2	3	0	1	0	0	1	0	24	1.852522e-06	0	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr6	 77035429	 77035449	chr6-395	   32.20	-			TE|unannotated	TE	TE	2	8.740063e-05	3	3	3	3	2	1	1	1	1	1	1	2	0	0	0	1	23	9.26261e-06	3.812898e-07	3.596148e-06	0	0	0	1.176063e-05	0
chr6	 77047032	 77047052	chr6-957	   20.30	-			unannotated	UnAn	UnAn	1	4.963474e-05	3	2	2	3	2	2	0	0	2	1	1	1	0	0	1	0	20	6.175073e-07	3.812898e-07	0	0	0	4.743968e-06	2.613474e-06	0
chr6	 77050602	 77050622	chr6-963	   22.50	-			unannotated	UnAn	UnAn	1	9.238159e-05	3	3	2	1	1	1	1	1	2	1	1	1	1	0	0	0	19	2.470029e-06	0	1.198716e-06	0	0	4.743968e-06	2.613474e-06	0
chr6	 77054123	 77054143	chr6-3921	    6.61	-			unannotated	UnAn	UnAn	1	3.536068e-05	1	1	1	1	1	1	1	1	2	0	2	1	0	0	0	0	13	1.235015e-06	0	2.397432e-06	0	0	4.743968e-06	2.613474e-06	0
chr6	 77056253	 77056273	chr6-3173	   13.20	-			unannotated	UnAn	UnAn	1	5.144705e-05	1	1	1	2	2	1	1	1	1	1	0	2	0	0	0	0	14	4.940059e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr6	 77057367	 77057387	chr6-1863	   12.80	-			unannotated	UnAn	UnAn	1	5.09391e-05	3	2	3	2	2	1	1	0	1	0	2	1	0	0	0	0	18	2.470029e-06	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 77107085	 77107105	chr6-1243	   18.10	-			unannotated	UnAn	UnAn	1	6.30686e-05	3	3	3	3	2	1	1	0	2	2	0	0	0	0	1	1	22	2.470029e-06	1.143869e-06	1.198716e-06	0	0	4.743968e-06	2.613474e-06	0
chr6	 77113401	 77113421	chr6-13697	    3.53	-			unannotated	UnAn	UnAn	1	1.093473e-05	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	8	6.175073e-07	3.812898e-07	0	0	0	4.743968e-06	1.306737e-06	0
chr6	 77125532	 77125552	chr6-230	   47.60	-			unannotated	UnAn	UnAn	1	0.0001379542	3	3	3	3	2	2	1	1	1	3	2	1	0	0	2	1	28	6.175073e-06	3.812898e-07	2.397432e-06	0	0	0	5.226948e-06	0
chr6	 77141201	 77141221	chr6-656	   26.00	-			unannotated	UnAn	UnAn	1	8.588633e-05	3	3	3	2	2	1	1	0	1	3	1	2	0	0	0	0	22	1.852522e-06	3.812898e-07	3.596148e-06	0	0	0	1.306737e-06	0
chr6	 77147091	 77147111	chr6-3760	    9.25	-			unannotated	UnAn	UnAn	1	2.215565e-05	1	2	0	2	2	1	1	1	1	1	0	1	0	0	0	0	13	2.470029e-06	3.812898e-07	2.397432e-06	0	0	0	2.613474e-06	0
chr6	 77147800	 77147820	chr6-431	   28.60	-			unannotated	UnAn	UnAn	1	6.677964e-05	3	3	3	3	2	2	1	1	1	3	0	0	0	0	0	0	22	1.852522e-06	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 77183450	 77183470	chr6-1081	   16.30	-			unannotated	UnAn	UnAn	1	4.325445e-05	3	2	2	0	2	2	1	0	1	2	0	1	0	0	0	0	16	2.470029e-06	3.812898e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr6	 77184781	 77184801	chr6-1136	   18.10	-			unannotated	UnAn	UnAn	1	0.0001447388	3	3	0	1	1	2	1	0	2	4	1	0	0	0	0	0	18	1.235015e-06	0	1.198716e-06	0	5.063804e-05	0	1.306737e-06	0
chr6	 77266015	 77266035	chr6-15591	    3.08	-			Other|unannotated	Other	Other	2	1.506656e-05	1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	6	6.175073e-07	0	1.198716e-06	0	0	4.743968e-06	2.613474e-06	0
chr6	 77350362	 77350382	chr6-676	   25.10	-			unannotated	UnAn	UnAn	1	0.0001053641	3	3	3	2	1	1	1	1	2	2	0	0	0	0	0	0	19	3.705044e-06	0	3.596148e-06	0	5.063804e-05	0	1.306737e-06	0
chr6	 77439369	 77439389	chr6-3564	    9.25	-			unannotated	UnAn	UnAn	1	2.247973e-05	3	2	2	2	2	1	1	1	1	0	0	1	0	0	0	0	16	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 78936091	 78936111	chr6-71	  102.20	-	ENSG00000146247	PHIP	3'UTR	3'UTR	3'UTR	1	0.0002453029	3	3	3	3	2	2	1	1	2	3	0	2	0	0	2	1	28	4.322551e-06	3.812898e-07	1.078844e-05	0	0	4.743968e-06	5.226948e-06	0
chr6	 78938051	 78938071	chr6-194	   56.40	-	ENSG00000146247	PHIP	3'UTR	3'UTR	3'UTR	1	0.00012549	3	3	3	3	2	2	1	1	1	3	0	0	0	0	1	3	26	2.470029e-06	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 78956076	 78956096	chr6-11769	    3.97	-	ENSG00000146247	PHIP	intron|CDS_Retained_intron	CDS_RI	intron	2	1.271957e-05	1	0	1	1	2	0	1	0	1	0	1	0	0	0	0	0	8	6.175073e-07	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr6	 78959241	 78959261	chr6-219	   52.90	-	ENSG00000146247	PHIP	intron|CDS_Retained_intron	CDS_RI	intron	2	0.00012257	3	3	2	3	2	2	1	1	1	4	1	2	0	0	1	1	27	9.26261e-06	3.812898e-07	3.596148e-06	0	0	0	7.840421e-06	0
chr6	 78966469	 78966489	chr6-2073	   10.60	-	ENSG00000146247	PHIP	intron|CDS_Retained_intron	CDS_RI	intron	2	3.599557e-05	1	2	2	3	2	0	1	1	1	3	0	0	0	0	0	0	16	1.235015e-06	3.812898e-07	2.397432e-06	0	0	0	3.920211e-06	0
chr6	 78966558	 78966578	chr6-138	   71.80	-	ENSG00000146247	PHIP	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0003618754	3	3	3	3	2	2	2	1	1	4	1	1	0	1	3	1	31	9.26261e-06	1.906449e-06	7.192296e-06	8.267059e-06	0	0	3.920211e-06	0
chr6	 78981762	 78981782	chr6-891	   23.40	-	ENSG00000146247	PHIP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	7.659646e-05	2	3	2	3	2	1	1	0	2	3	2	1	0	0	0	0	22	2.470029e-06	7.625796e-07	2.397432e-06	0	0	4.743968e-06	2.613474e-06	0
chr6	 78997645	 78997665	chr6-2155	   12.80	-	ENSG00000146247	PHIP	downstream 10K|intron	intron	intron	2	2.70542e-05	2	3	1	2	2	1	1	0	1	1	0	0	0	0	2	0	16	1.852522e-06	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 79006895	 79006915	chr6-1448	   16.70	-	ENSG00000146247	PHIP	downstream 10K|intron	intron	intron	2	6.167447e-05	3	3	3	3	2	1	1	0	1	2	0	1	0	0	1	0	21	1.235015e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr6	 79012783	 79012803	chr6-379	   37.00	-	ENSG00000146247	PHIP	downstream 10K|intron	intron	intron	2	8.730652e-05	3	3	3	3	1	1	1	0	2	2	0	1	0	0	1	0	21	1.235015e-06	0	1.198716e-06	0	0	9.487936e-06	3.920211e-06	0
chr6	 79031870	 79031890	chr6-9763	    4.41	-	ENSG00000146247	PHIP	intron	intron	intron	1	1.840467e-05	2	3	1	3	2	1	1	0	1	0	1	0	0	0	0	0	15	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 79071929	 79071949	chr6-105	   64.80	-	ENSG00000146247	PHIP	intron	intron	intron	1	0.0001962423	2	2	3	3	2	2	1	1	1	4	3	3	0	1	2	1	31	6.175073e-07	4.575478e-06	3.596148e-06	0	0	4.743968e-06	0	0
chr6	 79074118	 79074138	chr6-537	   22.90	-	ENSG00000146247	PHIP	intron|TE	TE	TE	2	7.531183e-05	1	3	2	3	2	2	1	1	1	3	1	1	0	0	0	0	21	1.235015e-06	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 79198450	 79198470	chr6-513	   34.80	-			downstream 10K	DS10K	DS10K	1	9.397786e-05	3	2	2	3	2	2	1	1	1	2	1	3	0	1	1	0	25	9.880117e-06	1.143869e-06	5.99358e-06	0	0	0	1.306737e-06	0
chr6	 79224941	 79224961	chr6-1963	   13.20	-	ENSG00000118418	HMGN3	intron	intron	intron	1	3.589299e-05	3	2	3	2	2	1	1	0	1	1	0	2	0	0	1	0	19	1.235015e-06	3.812898e-07	2.397432e-06	0	0	0	3.920211e-06	0
chr6	 79701616	 79701636	chr6-21	  262.70	+	ENSG00000198478	SH3BGRL2	3'UTR|Other	3'UTR	3'UTR	2	0.0007510793	3	3	3	3	2	2	1	2	2	4	0	2	0	0	3	4	34	3.087537e-06	1.143869e-06	5.99358e-06	0	0	4.743968e-06	2.613474e-06	0
chr6	 80015353	 80015373	chr6-1218	   22.00	+	ENSG00000112742	TTK	downstream 10K|intron	intron	intron	2	5.225194e-05	0	3	3	3	2	1	1	0	1	2	0	1	0	0	0	0	17	6.175073e-07	3.812898e-07	1.198716e-06	0	0	4.743968e-06	0	0
chr6	 80277675	 80277695	chr6-594	   23.80	+	ENSG00000083123	BCKDHB	intron|Other	Other	Other	2	5.336657e-05	3	3	3	3	2	1	1	1	1	3	0	1	0	0	0	0	22	1.852522e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr6	 80300067	 80300087	chr6-217	   45.00	+	ENSG00000083123	BCKDHB	intron	intron	intron	1	9.814073e-05	3	3	3	3	2	2	1	1	1	2	1	2	0	0	0	0	24	3.087537e-06	2.287739e-06	3.596148e-06	0	0	0	2.613474e-06	0
chr6	 80320894	 80320914	chr6-1071	   18.50	+	ENSG00000083123	BCKDHB	intron	intron	intron	1	4.255925e-05	2	2	3	3	2	1	1	0	1	2	1	2	0	0	0	0	20	4.940059e-06	7.625796e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr6	 80427262	 80427282	chr6-1283	   15.00	+			unannotated	UnAn	UnAn	1	7.693821e-05	3	3	1	1	2	1	1	0	2	2	1	1	1	0	0	0	19	1.235015e-06	3.812898e-07	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr6	 81729124	 81729144	chr6-4548	    8.37	-	ENSG00000112773	TENT5A	intron|lncRNA	lncRNA	ncRNA	2	2.278951e-05	1	3	2	2	1	1	1	0	2	0	1	0	0	0	0	0	14	0	3.812898e-07	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr6	 81748296	 81748316	chr6-393	   24.70	-	ENSG00000112773	TENT5A	3'UTR|intron	3'UTR	3'UTR	2	0.0001423009	3	3	3	3	2	2	1	2	1	3	1	1	1	1	0	4	31	1.235015e-06	1.143869e-06	2.397432e-06	0	0	0	3.920211e-06	0
chr6	 81748370	 81748390	chr6-25	  176.30	-	ENSG00000112773	TENT5A	3'UTR|intron	3'UTR	3'UTR	2	0.0006187453	3	3	3	3	2	2	2	2	2	3	1	2	1	0	2	4	35	2.470029e-06	7.625796e-07	1.198716e-06	8.267059e-06	0	1.42319e-05	1.306737e-06	0
chr6	 81748795	 81748815	chr6-113	   89.50	-	ENSG00000112773	TENT5A	3'UTR|intron	3'UTR	3'UTR	2	0.0002569887	3	3	3	3	2	2	1	1	2	5	1	1	0	1	2	0	30	6.175073e-07	2.669029e-06	1.198716e-06	0	0	4.743968e-06	1.306737e-06	0
chr6	 82011464	 82011484	chr6-4110	    7.49	-	ENSG00000226453	LINC02542	intron|lncRNA	lncRNA	ncRNA	2	2.284222e-05	3	2	0	2	2	1	1	0	1	1	0	1	0	0	1	0	15	6.175073e-07	7.625796e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr6	 82031859	 82031879	chr6-211	   41.40	-	ENSG00000226453	LINC02542	intron|lncRNA	lncRNA	ncRNA	2	8.703336e-05	3	3	2	3	2	2	1	0	2	3	0	1	0	0	1	0	23	1.852522e-06	1.906449e-06	1.198716e-06	0	0	4.743968e-06	5.226948e-06	0
chr6	 82161732	 82161752	chr6-673	   34.80	-	ENSG00000226453	LINC02542	downstream 10K|intron|lncRNA	lncRNA	ncRNA	3	6.233716e-05	3	3	2	3	2	1	1	0	1	2	0	0	0	0	0	0	18	6.175073e-07	3.812898e-07	3.596148e-06	0	0	0	2.613474e-06	0
chr6	 82170690	 82170710	chr6-2555	   11.00	-	ENSG00000005700	IBTK	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	2.606074e-05	0	1	3	2	2	1	1	1	1	3	0	0	0	0	1	0	16	1.235015e-06	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 83224329	 83224349	chr6-2052	   10.10	-	ENSG00000065833	ME1	intron	intron	intron	1	3.521619e-05	1	3	1	3	1	1	1	0	2	2	1	0	0	0	0	0	16	6.175073e-07	0	1.198716e-06	0	0	4.743968e-06	3.920211e-06	0
chr6	 83303998	 83304018	chr6-910	   19.40	-	ENSG00000065833	ME1	intron|TE	TE	TE	2	0.0001172147	0	2	3	3	2	2	1	0	2	3	1	0	0	0	2	0	21	2.470029e-06	3.812898e-07	2.397432e-06	0	0	4.743968e-06	6.533684e-06	0
chr6	 83304644	 83304664	chr6-347	   48.00	-	ENSG00000065833	ME1	intron	intron	intron	1	0.0001519315	3	3	3	3	1	1	1	1	2	4	1	1	1	0	0	0	25	5.557566e-06	0	7.192296e-06	0	0	4.743968e-06	7.840421e-06	0
chr6	 83305992	 83306012	chr6-4742	    7.93	-	ENSG00000065833	ME1	intron	intron	intron	1	8.039425e-05	1	3	1	1	1	2	0	1	3	1	1	1	0	0	0	0	16	1.852522e-06	0	0	0	5.063804e-05	4.743968e-06	1.306737e-06	0
chr6	 83308239	 83308259	chr6-276	   56.90	-	ENSG00000065833	ME1	intron	intron	intron	1	0.0001405365	3	3	3	3	2	2	1	0	2	3	1	1	0	1	2	1	28	1.235015e-06	3.812898e-07	2.397432e-06	0	0	9.487936e-06	2.613474e-06	0
chr6	 83308457	 83308477	chr6-210	   58.60	-	ENSG00000065833	ME1	intron	intron	intron	1	0.0001667943	3	3	3	3	2	2	1	1	2	3	0	0	1	0	2	0	26	2.470029e-06	3.812898e-07	5.99358e-06	0	0	1.42319e-05	2.613474e-06	0
chr6	 83330422	 83330442	chr6-11518	    3.97	-	ENSG00000065833	ME1	intron	intron	intron	1	2.809635e-05	1	0	0	0	2	0	2	1	0	1	0	0	1	0	0	0	8	1.235015e-06	3.812898e-07	3.596148e-06	8.267059e-06	0	0	0	0
chr6	 83368355	 83368375	chr6-2538	    8.81	-	ENSG00000065833	ME1	intron	intron	intron	1	4.550493e-05	2	3	3	1	1	1	2	0	1	1	2	1	0	0	0	0	18	6.175073e-07	0	1.198716e-06	8.267059e-06	0	0	1.306737e-06	0
chr6	 83381335	 83381355	chr6-15996	    3.08	-	ENSG00000065833	ME1	intron	intron	intron	1	5.341148e-06	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	6	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 84589313	 84589333	chr6-5922	    5.73	-			unannotated	UnAn	UnAn	1	9.531981e-06	1	3	0	1	2	1	1	0	1	1	0	0	0	0	0	0	11	6.175073e-07	1.143869e-06	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 85505533	 85505553	chr6-2037	   11.00	-	ENSG00000135317	SNX14	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	3.934221e-05	1	1	2	2	2	1	1	0	1	3	0	1	0	0	0	1	16	2.470029e-06	3.812898e-07	1.198716e-06	0	0	4.743968e-06	0	0
chr6	 85505820	 85505840	chr6-47	  168.40	-	ENSG00000135317	SNX14	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004598125	3	3	3	3	2	2	1	2	2	4	0	2	0	1	2	5	35	4.322551e-06	4.194188e-06	1.078844e-05	0	0	1.42319e-05	1.306737e-05	0
chr6	 85507061	 85507081	chr6-6153	    6.61	-	ENSG00000135317	SNX14	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	1.624323e-05	1	1	2	2	2	0	1	0	1	0	0	0	0	0	1	0	11	6.175073e-07	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr6	 85536976	 85536996	chr6-439	   28.20	-	ENSG00000135317	SNX14	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001058918	3	2	1	1	2	2	1	1	2	3	1	1	0	0	2	0	22	2.470029e-06	1.143869e-06	5.99358e-06	0	0	4.743968e-06	6.533684e-06	0
chr6	 85568491	 85568511	chr6-975	   19.80	-	ENSG00000135317	SNX14	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	8.569736e-05	3	3	3	2	2	1	1	1	1	2	1	2	0	0	1	1	24	3.087537e-06	1.143869e-06	4.794864e-06	0	0	0	2.613474e-06	0
chr6	 85608560	 85608580	chr6-216	   50.20	-	ENSG00000135316	SYNCRIP	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001863882	3	3	3	3	1	2	1	1	2	2	0	1	0	0	0	3	25	3.087537e-06	0	2.397432e-06	0	0	4.743968e-06	7.840421e-06	0
chr6	 85611247	 85611267	chr6-174	   48.50	-	ENSG00000135316	SYNCRIP	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001657927	3	3	3	3	2	2	1	2	2	3	2	0	0	1	1	3	31	4.322551e-06	7.625796e-07	3.596148e-06	0	0	4.743968e-06	3.920211e-06	0
chr6	 85612406	 85612426	chr6-1408	   18.50	-	ENSG00000135316	SYNCRIP	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	4.752316e-05	2	3	1	3	1	1	2	1	1	2	0	0	0	0	0	0	17	1.852522e-06	0	1.198716e-06	8.267059e-06	0	0	1.306737e-06	0
chr6	 85613172	 85613192	chr6-225	   77.10	-	ENSG00000135316	SYNCRIP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0002182104	3	3	3	3	2	2	1	1	2	4	0	1	0	0	1	1	27	1.235015e-06	1.143869e-06	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr6	 85617180	 85617200	chr6-265	   47.60	-	ENSG00000135316	SYNCRIP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001001537	2	3	3	3	2	2	1	1	1	2	0	0	0	0	1	1	22	6.175073e-07	2.287739e-06	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 85621590	 85621610	chr6-288	   37.50	-	ENSG00000135316	SYNCRIP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	8.289726e-05	3	3	3	3	2	2	1	0	1	3	1	0	0	0	0	0	22	1.235015e-06	3.812898e-07	2.397432e-06	0	0	0	3.920211e-06	0
chr6	 85627503	 85627523	chr6-490	   27.80	-	ENSG00000135316	SYNCRIP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	6.418283e-05	3	3	3	3	2	2	1	1	1	2	1	0	0	0	1	0	23	1.852522e-06	3.812898e-07	2.397432e-06	0	0	0	2.613474e-06	0
chr6	 85677303	 85677323	chr6-66	  130.50	-	ENSG00000203875	SNHG5	intron|lncRNA|ncRNA_Retained_intron	lncRNA	ncRNA	3	0.001243186	3	3	3	3	2	2	2	2	3	3	4	3	2	3	2	3	43	3.39629e-05	0.0001124805	3.716019e-05	4.13353e-05	0	9.487936e-06	2.874821e-05	4.44919e-05
chr6	 85677598	 85677618	chr6-535	   26.90	-	ENSG00000203875	SNHG5	intron|lncRNA|snoRNA|ncRNA_Retained_intron	lncRNA	ncRNA	4	0.0001816953	3	2	1	0	2	2	2	1	2	3	2	2	1	2	0	1	26	3.705044e-06	2.440255e-05	5.99358e-06	2.480118e-05	0	9.487936e-06	1.306737e-06	0
chr6	 85882410	 85882430	chr6-2461	   11.90	+			unannotated	UnAn	UnAn	1	3.713655e-05	3	3	1	2	1	1	1	1	2	1	0	0	0	0	0	0	16	2.470029e-06	0	1.198716e-06	0	0	9.487936e-06	2.613474e-06	0
chr6	 87192374	 87192394	chr6-2875	   15.40	+	ENSG00000188994	ZNF292	intron|CDS_Retained_intron	CDS_RI	intron	2	3.58398e-05	1	2	2	3	1	1	1	0	2	1	1	0	0	0	0	0	15	0	3.812898e-07	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr6	 87227837	 87227857	chr6-1170	   16.70	+	ENSG00000188994	ZNF292	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.549238e-05	3	3	0	3	2	1	1	0	1	2	1	0	0	0	0	0	17	1.235015e-06	3.812898e-07	2.397432e-06	0	0	4.743968e-06	0	0
chr6	 87243137	 87243157	chr6-8401	    4.41	+	ENSG00000188994	ZNF292	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.463024e-05	1	1	1	0	1	1	1	0	2	0	0	0	0	0	0	0	8	2.470029e-06	0	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr6	 87248430	 87248450	chr6-10267	    3.97	+	ENSG00000188994	ZNF292	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	6.544646e-06	0	2	0	1	2	1	1	0	1	0	0	0	0	0	0	0	8	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 87261901	 87261921	chr6-699	   28.20	+	ENSG00000188994	ZNF292	3'UTR|Other	3'UTR	3'UTR	2	8.002075e-05	3	3	3	3	2	1	1	1	1	3	0	1	0	0	1	0	23	1.235015e-06	7.625796e-07	2.397432e-06	0	0	0	3.920211e-06	0
chr6	 87262795	 87262815	chr6-563	   25.60	+	ENSG00000188994	ZNF292	3'UTR	3'UTR	3'UTR	1	0.0001863981	3	3	3	3	2	2	1	1	1	3	0	1	0	1	2	4	30	1.852522e-06	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 87263571	 87263591	chr6-829	   15.90	+	ENSG00000188994	ZNF292	3'UTR	3'UTR	3'UTR	1	8.415418e-05	3	3	3	3	2	1	1	0	1	1	0	1	0	1	0	0	20	2.470029e-06	7.625796e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr6	 87507214	 87507234	chr6-10335	    3.53	+	ENSG00000164414	SLC35A1	intron	intron	intron	1	1.857408e-05	1	1	0	0	1	1	2	0	1	1	0	0	0	0	0	0	8	0	1.143869e-06	2.397432e-06	8.267059e-06	0	0	2.613474e-06	0
chr6	 87545984	 87546004	chr6-151	   52.00	-	ENSG00000146282	RARS2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001134747	3	3	3	3	2	2	1	0	1	3	0	1	0	0	0	0	22	1.852522e-06	1.143869e-06	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 87545984	 87546004	chr6-151	   52.00	-	ENSG00000146282	RARS2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001134747	3	3	3	3	2	2	1	0	1	3	0	1	0	0	0	0	22	1.852522e-06	1.143869e-06	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 87550685	 87550705	chr6-1088	   15.90	-	ENSG00000146282	RARS2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.052016e-05	3	3	3	3	2	1	0	0	2	1	0	0	0	0	0	0	18	1.235015e-06	1.143869e-06	0	0	0	4.743968e-06	2.613474e-06	0
chr6	 87550685	 87550705	chr6-1088	   15.90	-	ENSG00000146282	RARS2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.052016e-05	3	3	3	3	2	1	0	0	2	1	0	0	0	0	0	0	18	1.235015e-06	1.143869e-06	0	0	0	4.743968e-06	2.613474e-06	0
chr6	 87629333	 87629353	chr6-4887	    6.17	+	ENSG00000135336	ORC3	intron|CDS_Retained_intron	CDS_RI	intron	2	1.239627e-05	1	2	0	3	2	1	1	0	1	0	0	0	0	0	1	0	12	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr6	 87637475	 87637495	chr6-237	   46.30	+	ENSG00000135336	ORC3	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001146644	3	3	3	3	2	1	0	0	2	4	1	0	0	0	2	1	25	6.175073e-07	1.906449e-06	0	0	0	4.743968e-06	1.306737e-06	0
chr6	 87674967	 87674987	chr6-643	   25.10	-	ENSG00000135334	AKIRIN2	3'UTR	3'UTR	3'UTR	1	0.0001099739	3	3	3	3	2	2	1	0	1	3	1	0	0	0	0	2	24	6.175073e-07	1.525159e-06	3.596148e-06	0	0	0	2.613474e-06	0
chr6	 87700247	 87700267	chr6-554	   24.20	-	ENSG00000135334	AKIRIN2	intron	intron	intron	1	0.0001439203	3	2	3	3	2	1	1	0	2	3	0	1	0	0	1	2	24	1.235015e-06	1.906449e-06	1.198716e-06	0	0	4.743968e-06	1.306737e-06	0
chr6	 88275735	 88275755	chr6-2	 1940.90	-	ENSG00000234426		intron|lncRNA	lncRNA	ncRNA	2	0.00739227	3	3	3	3	2	2	2	2	3	5	3	4	4	4	4	7	54	3.952047e-05	3.431608e-05	5.633965e-05	5.786941e-05	5.063804e-05	0.0001280871	3.266842e-05	0
chr6	 88275829	 88275849	chr6-1009	   45.40	-	ENSG00000234426		intron|lncRNA	lncRNA	ncRNA	2	0.0002688605	2	3	3	3	2	2	1	1	1	3	2	1	1	1	2	2	30	3.087537e-06	3.812898e-07	7.192296e-06	0	0	0	1.306737e-06	0
chr6	 88623720	 88623740	chr6-1797	   12.80	-	ENSG00000111880	RNGTT	intron	intron	intron	1	4.330108e-05	3	3	3	3	2	1	1	0	2	3	0	1	0	0	0	0	22	1.235015e-06	3.812898e-07	1.198716e-06	0	0	4.743968e-06	1.306737e-06	0
chr6	 88653700	 88653720	chr6-3275	    9.25	-	ENSG00000111880	RNGTT	intron	intron	intron	1	0.0001066719	2	3	3	2	2	2	0	1	2	2	0	1	0	0	1	0	21	1.235015e-06	3.812898e-07	0	0	0	4.743968e-06	1.306737e-06	0
chr6	 88754010	 88754030	chr6-1225	   16.70	-	ENSG00000111880	RNGTT	intron|CDS_Retained_intron	CDS_RI	intron	2	4.911414e-05	3	3	2	1	2	1	1	1	2	3	1	0	0	0	0	1	21	1.235015e-06	1.143869e-06	1.198716e-06	0	0	4.743968e-06	1.306737e-06	0
