chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_S_1	G3BP_E_S_2	G3BP_E_S_3	G3BP_E_S_4	G3BP_E_S_5	G3BP_E_S_6	G3BP_E_S_7
chr4	 41983281	 41983301	chr4-1939	   13.20	+	ENSG00000182308	DCAF4L1	3'UTR	3'UTR	3'UTR	1	9.811568e-05	0	3	3	3	1	0	1	1	1	3	0	0	0	1	1	3	21	0	1.653847e-06	1.907189e-06	0	3.563538e-05	0	0
chr4	 42030742	 42030762	chr4-109	  118.10	+	ENSG00000014824	SLC30A9	downstream 10K|intron	intron	intron	2	0.0004884642	3	3	3	3	2	2	1	1	2	3	3	0	1	2	3	5	37	0	4.96154e-06	3.814377e-06	3.38192e-05	3.563538e-05	8.539856e-06	0
chr4	 42031042	 42031062	chr4-316	  181.10	+	ENSG00000014824	SLC30A9	downstream 10K|intron	intron	intron	2	0.0004564536	3	3	3	3	2	2	1	2	1	4	1	0	0	0	1	4	30	0	4.96154e-06	3.814377e-06	2.254614e-05	0	8.539856e-06	0
chr4	 43606831	 43606851	chr4-4542	   15.40	+			Other|unannotated	Other	Other	2	6.982659e-05	1	1	2	1	1	1	1	0	0	2	1	1	1	0	1	3	17	0	1.157693e-05	1.907189e-06	0	0	0	1.49363e-05
chr4	 45388834	 45388854	chr4-10206	    4.41	-			TE|unannotated	TE	TE	2	3.476406e-05	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	3	7	0	1.653847e-06	5.721566e-06	0	0	0	1.49363e-05
chr4	 46723680	 46723700	chr4-1820	   13.70	-				UnAn	UnAn	0	5.303614e-05	1	2	3	2	1	1	1	0	0	2	1	0	0	1	0	3	18	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	 51914378	 51914398	chr4-502	   25.10	+	ENSG00000109184	DCUN1D4	3'UTR|Other	3'UTR	3'UTR	2	9.285511e-05	3	3	3	3	2	1	1	1	0	3	1	0	0	0	0	3	24	0	0	7.628754e-06	1.127307e-05	0	0	1.49363e-05
chr4	 51914840	 51914860	chr4-8	  642.10	+	ENSG00000109184	DCUN1D4	3'UTR|Other	3'UTR	3'UTR	2	0.002011688	3	3	3	3	2	2	1	1	1	4	2	3	1	2	3	7	41	0.0002281542	8.434618e-05	6.484441e-05	7.891147e-05	0.0002138123	8.539856e-06	1.49363e-05
chr4	 51916455	 51916475	chr4-311	   46.30	+	ENSG00000109184	DCUN1D4	3'UTR	3'UTR	3'UTR	1	0.0001908506	2	3	3	3	2	2	1	1	0	4	1	2	1	0	0	4	29	0	6.615386e-06	3.814377e-06	0	3.563538e-05	8.539856e-06	0
chr4	 52571528	 52571548	chr4-13765	    3.97	-			unannotated	UnAn	UnAn	1	0.000106094	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	3	7	7.605141e-05	0	1.907189e-06	0	0	0	1.49363e-05
chr4	 52594289	 52594309	chr4-9161	    3.97	-	ENSG00000109189	USP46	3'UTR	3'UTR	3'UTR	1	5.079852e-05	1	2	0	1	1	1	0	0	0	3	0	0	0	1	0	3	13	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr4	 54009939	 54009959	chr4-6	  424.80	-	ENSG00000109220	CHIC2	3'UTR	3'UTR	3'UTR	1	0.001817639	3	3	3	3	2	2	2	1	4	5	3	3	1	2	3	6	46	0	1.157693e-05	2.288626e-05	2.254614e-05	7.127076e-05	0.0001707971	0.0001792356
chr4	 54183192	 54183212	chr4-1013	   24.70	+	ENSG00000282278		intron|Other	Other	Other	2	0.0002732599	1	1	0	1	1	1	0	1	0	1	2	2	0	2	3	3	19	0.0001521028	1.819231e-05	2.097907e-05	0	0	0	0
chr4	 55510627	 55510647	chr4-3882	    8.37	+			TE|unannotated	TE	TE	2	4.909472e-05	0	0	0	0	1	1	0	1	0	0	1	0	0	2	1	3	10	0	6.615386e-06	3.814377e-06	0	0	0	1.49363e-05
chr4	 56327869	 56327889	chr4-379	   41.40	+	ENSG00000109265	CRACD	3'UTR|Other	3'UTR	3'UTR	2	0.000151808	3	3	3	3	1	2	0	0	0	3	0	1	0	0	0	3	22	0	4.96154e-06	0	2.254614e-05	3.563538e-05	0	0
chr4	 56330205	 56330225	chr4-130	   63.00	+	ENSG00000109265	CRACD	3'UTR	3'UTR	3'UTR	1	0.0003738855	3	3	3	3	2	2	1	2	2	5	0	1	1	1	2	3	34	0	1.323077e-05	0	1.127307e-05	7.127076e-05	0	0
chr4	 56395192	 56395212	chr4-3	  513.90	-	ENSG00000128059	PPAT	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001302981	3	3	3	3	2	2	2	1	2	4	0	3	0	2	2	6	38	0	4.465386e-05	3.051502e-05	2.254614e-05	7.127076e-05	8.539856e-06	1.49363e-05
chr4	 56932601	 56932621	chr4-66	  104.00	+	ENSG00000084093	REST	3'UTR|intron	3'UTR	3'UTR	2	0.000611015	3	3	3	3	1	2	1	0	2	4	2	1	1	1	2	4	33	0.0003042056	6.615386e-06	1.71647e-05	0	0	0	2.987259e-05
chr4	 56935023	 56935043	chr4-51	  125.20	+	ENSG00000084093	REST	3'UTR|intron	3'UTR	3'UTR	2	0.0007023389	3	3	3	3	2	2	2	0	2	4	1	1	1	0	4	4	35	0	1.653847e-06	3.814377e-06	1.127307e-05	0	0	7.468148e-05
chr4	 58103595	 58103615	chr4-8027	    7.05	+				UnAn	UnAn	0	3.088926e-05	0	1	2	2	0	1	0	0	0	2	0	0	0	0	0	3	11	0	1.653847e-06	3.814377e-06	0	0	0	1.49363e-05
chr4	 58121278	 58121298	chr4-25131	    2.20	-				UnAn	UnAn	0	8.206432e-05	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	5	7.605141e-05	1.653847e-06	1.907189e-06	0	0	0	0
chr4	 61648351	 61648371	chr4-21619	    2.20	-			unannotated	UnAn	UnAn	1	1.439318e-05	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	5	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	 65597441	 65597461	chr4-7103	    5.73	-	ENSG00000145242	EPHA5	intron	intron	intron	1	3.025666e-05	0	2	2	1	0	0	0	0	1	1	0	0	0	0	0	3	10	0	1.653847e-06	5.721566e-06	1.127307e-05	0	0	0
chr4	 66095040	 66095060	chr4-9	  344.60	+	ENSG00000249413		intron|Other|lncRNA	lncRNA	ncRNA	3	0.001006246	3	3	3	3	2	2	1	1	2	4	3	3	0	0	3	4	37	0	8.269233e-06	1.525751e-05	1.127307e-05	0	5.123913e-05	0
chr4	 66099524	 66099544	chr4-87	   97.80	+	ENSG00000249413		intron|Other|lncRNA	lncRNA	ncRNA	3	0.0002475984	3	3	3	3	2	1	1	0	2	4	1	2	0	0	0	3	28	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr4	 66118834	 66118854	chr4-44	  308.90	+	ENSG00000249413		intron|TE|lncRNA	lncRNA	ncRNA	3	0.001165635	3	3	3	3	2	2	2	1	2	4	3	4	0	0	3	3	38	0	1.653847e-06	5.721566e-06	0	0	8.539856e-06	0
chr4	 66151365	 66151385	chr4-380	   37.00	+			Other	Other	Other	1	0.0001551017	3	3	2	3	2	1	1	1	2	4	0	1	0	1	1	4	29	0	1.653847e-06	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr4	 66361516	 66361536	chr4-3666	    7.93	-			unannotated	UnAn	UnAn	1	4.555087e-05	2	0	3	0	1	1	0	0	0	1	0	1	0	1	2	3	15	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr4	 67618021	 67618041	chr4-123	   73.60	-	ENSG00000033178	UBA6	3'UTR	3'UTR	3'UTR	1	0.0002803911	3	3	3	3	1	2	1	1	1	4	0	2	0	0	2	3	29	0	0	1.907189e-06	2.254614e-05	0	0	8.961778e-05
chr4	 67618197	 67618217	chr4-1293	   17.60	-	ENSG00000033178	UBA6	3'UTR	3'UTR	3'UTR	1	5.773924e-05	1	3	3	3	1	2	1	1	1	3	0	1	0	0	0	3	23	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr4	 68040564	 68040584	chr4-2195	   11.50	+	ENSG00000248049	UBA6-DT	intron|lncRNA	lncRNA	ncRNA	2	4.254514e-05	0	1	1	3	1	1	0	0	1	3	0	0	0	1	0	3	15	0	1.653847e-06	1.907189e-06	2.254614e-05	0	0	0
chr4	 68313747	 68313767	chr4-29	  244.20	-	ENSG00000083896	YTHDC1	3'UTR	3'UTR	3'UTR	1	0.001064602	3	3	3	3	2	2	1	1	2	4	2	3	1	2	4	4	40	0	0	1.907189e-06	5.636534e-05	0.0001069061	0	2.987259e-05
chr4	 68321084	 68321104	chr4-81	   88.10	-	ENSG00000083896	YTHDC1	intron	intron	intron	1	0.0003195796	3	3	3	3	2	2	1	2	1	4	1	2	2	0	1	3	33	0	1.653847e-06	0	1.127307e-05	0	0	1.49363e-05
chr4	 70901481	 70901501	chr4-28	  193.50	+			Other	Other	Other	1	0.0006788888	3	3	3	3	2	2	1	1	1	2	4	3	0	0	1	3	32	0	1.653847e-06	0	4.509227e-05	3.563538e-05	0	0
chr4	 73406666	 73406686	chr4-3362	    8.81	+	ENSG00000163631	ALB	5'UTR|CDS|intron|CDS_Retained_intron	5'UTR	5'UTR	4	6.077984e-05	2	2	2	3	1	2	1	1	0	1	0	0	0	0	0	3	18	0	1.653847e-06	3.814377e-06	0	0	0	1.49363e-05
chr4	 73421157	 73421177	chr4-13	  702.50	+	ENSG00000163631	ALB	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.00195924	3	3	3	3	2	2	1	1	2	5	1	2	1	2	0	6	37	0	8.269233e-06	1.71647e-05	1.127307e-05	0.0001069061	8.539856e-06	1.49363e-05
chr4	 73436223	 73436243	chr4-335	   35.70	+	ENSG00000081051	AFP	5'UTR|intron	5'UTR	5'UTR	2	0.0001646518	3	2	3	3	2	2	1	2	1	3	0	1	0	0	0	4	27	0	1.653847e-06	7.628754e-06	3.38192e-05	3.563538e-05	0	0
chr4	 73436298	 73436318	chr4-1	 1565.90	+	ENSG00000081051	AFP	CDS|intron	CDS	CDS	2	0.006965883	3	3	3	3	2	2	2	2	2	5	4	4	2	4	5	6	52	0	9.261541e-05	8.582349e-05	0.0003607382	0.0001425415	8.539856e-05	7.468148e-05
chr4	 73437171	 73437191	chr4-452	   44.10	+	ENSG00000081051	AFP	CDS	CDS	CDS	1	0.0001694489	3	1	3	3	2	2	1	1	2	3	1	1	0	1	0	3	27	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr4	 73438196	 73438216	chr4-18	  209.30	+	ENSG00000081051	AFP	CDS	CDS	CDS	1	0.0006487845	3	3	3	3	2	1	2	1	2	3	2	2	1	2	3	3	36	0	9.92308e-06	1.525751e-05	0	0	8.539856e-06	0
chr4	 73445032	 73445052	chr4-71	  123.80	+	ENSG00000081051	AFP	CDS	CDS	CDS	1	0.0003905703	3	3	3	3	2	2	0	1	1	3	0	1	1	2	0	4	29	7.605141e-05	8.269233e-06	7.628754e-06	1.127307e-05	0	0	0
chr4	 73445453	 73445473	chr4-38	  160.00	+	ENSG00000081051	AFP	intron	intron	intron	1	0.0005169992	3	3	3	3	2	2	2	1	3	3	4	2	0	0	3	3	37	0	1.653847e-06	0	0	3.563538e-05	8.539856e-06	0
chr4	 73450625	 73450645	chr4-260	   40.10	+	ENSG00000081051	AFP	CDS|CDS_Retained_intron	CDS	CDS	2	0.0001000968	2	3	3	3	2	2	1	0	0	3	0	0	0	1	2	3	25	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	 73452421	 73452441	chr4-283	   55.50	+	ENSG00000081051	AFP	CDS|CDS_Retained_intron	CDS	CDS	2	0.0001766322	3	3	3	3	2	2	1	1	2	3	1	1	0	2	1	4	32	0	1.653847e-06	3.814377e-06	2.254614e-05	3.563538e-05	0	0
chr4	 73455496	 73455516	chr4-192	   59.10	+	ENSG00000081051	AFP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001585499	3	3	3	3	2	2	2	0	1	3	2	0	0	0	0	3	27	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	 73455697	 73455717	chr4-11	  654.00	+	ENSG00000081051	AFP	3'UTR|CDS|CDS_Retained_intron	3'UTR	3'UTR	3	0.002608083	3	3	3	3	2	2	2	2	2	4	4	4	3	2	4	6	49	7.605141e-05	7.11154e-05	6.293722e-05	0.0001127307	0.0001069061	3.415942e-05	0
chr4	 75643446	 75643466	chr4-227	   50.70	-	ENSG00000138757	G3BP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002473878	3	3	3	3	2	2	1	1	1	3	0	1	0	1	2	3	29	0	6.615386e-06	3.814377e-06	0	3.563538e-05	0	0
chr4	 75813503	 75813523	chr4-240	   52.40	+	ENSG00000138768	USO1	3'UTR	3'UTR	3'UTR	1	0.0001780851	2	3	3	3	2	1	1	1	2	3	2	0	0	0	0	4	27	0	3.307693e-06	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr4	 75950097	 75950117	chr4-477	   24.20	-	ENSG00000198301	SDAD1	3'UTR|intron	3'UTR	3'UTR	2	0.0001419001	3	2	3	3	1	0	1	0	1	3	1	1	1	0	2	4	26	0	3.307693e-06	3.814377e-06	1.127307e-05	3.563538e-05	0	0
chr4	 76114702	 76114722	chr4-771	   28.60	-	ENSG00000138750	NUP54	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	7.699672e-05	3	3	3	3	0	1	0	0	0	3	0	1	0	0	1	3	21	0	1.653847e-06	9.535943e-06	0	0	0	1.49363e-05
chr4	 76114785	 76114805	chr4-831	   23.40	-	ENSG00000138750	NUP54	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001454422	3	2	3	3	1	2	1	0	0	4	0	0	0	0	1	3	23	0	1.653847e-06	1.907189e-06	0	0	0	1.49363e-05
chr4	 76160233	 76160253	chr4-47	  137.90	-	ENSG00000138760	SCARB2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0003909916	3	3	3	3	2	2	1	1	1	4	1	2	1	2	2	3	34	0	9.92308e-06	1.144313e-05	3.38192e-05	0	0	0
chr4	 76160894	 76160914	chr4-82	   78.40	-	ENSG00000138760	SCARB2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002233599	3	3	3	3	2	2	1	1	0	4	2	1	0	1	1	3	30	0	1.157693e-05	1.907189e-06	1.127307e-05	0	0	0
chr4	 76669003	 76669023	chr4-69	  214.20	+	ENSG00000138771	SHROOM3	intron	intron	intron	1	0.0009760619	3	3	3	3	2	2	1	2	2	5	1	3	2	4	4	5	45	0	1.323077e-05	2.479345e-05	4.509227e-05	7.127076e-05	0	2.987259e-05
chr4	 76994907	 76994927	chr4-5387	    6.61	-			unannotated	UnAn	UnAn	1	0.0001766093	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	4	9	0.0001521028	4.96154e-06	3.814377e-06	0	0	8.539856e-06	0
chr4	 77034614	 77034634	chr4-15	  365.80	+	ENSG00000138758	SEPTIN11	3'UTR|intron|Other	3'UTR	3'UTR	3	0.001394564	3	3	3	3	2	2	2	1	1	4	2	2	2	3	3	5	41	0	1.653847e-05	2.288626e-05	0.0001127307	0.0002494477	1.707971e-05	0
chr4	 77035041	 77035061	chr4-522	   32.20	+	ENSG00000138758	SEPTIN11	3'UTR|intron	3'UTR	3'UTR	2	0.0001115167	1	3	3	3	1	2	1	1	1	3	0	1	1	1	0	3	25	0	3.307693e-06	1.907189e-06	2.254614e-05	0	0	0
chr4	 77035971	 77035991	chr4-3017	   11.90	+	ENSG00000138758	SEPTIN11	3'UTR|intron	3'UTR	3'UTR	2	0.0001007684	0	0	2	3	1	2	0	1	0	1	0	0	1	2	0	3	16	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr4	 77036289	 77036309	chr4-56	   98.70	+	ENSG00000138758	SEPTIN11	3'UTR|intron	3'UTR	3'UTR	2	0.0003178808	3	3	3	3	2	2	1	1	1	4	0	2	0	1	2	5	33	0	1.653847e-05	5.721566e-06	2.254614e-05	0	2.561957e-05	1.49363e-05
chr4	 77036926	 77036946	chr4-98	  111.50	+	ENSG00000138758	SEPTIN11	3'UTR|intron	3'UTR	3'UTR	2	0.0004320382	2	3	3	3	2	2	2	1	1	4	1	2	2	1	3	4	36	0	3.307693e-06	0	2.254614e-05	3.563538e-05	8.539856e-06	0
chr4	 77037017	 77037037	chr4-349	   44.50	+	ENSG00000138758	SEPTIN11	3'UTR|intron	3'UTR	3'UTR	2	0.0001558902	1	3	3	3	2	2	1	0	1	3	0	1	0	1	1	5	27	0	1.653847e-06	3.814377e-06	1.127307e-05	0	8.539856e-06	2.987259e-05
chr4	 77047572	 77047592	chr4-79	   83.70	-	ENSG00000118816	CCNI	3'UTR	3'UTR	3'UTR	1	0.0003877869	3	3	3	3	2	1	1	1	2	3	0	2	0	2	0	6	32	7.605141e-05	1.653847e-06	7.628754e-06	3.38192e-05	3.563538e-05	8.539856e-06	0
chr4	 77548070	 77548090	chr4-21	  173.20	-			unannotated	UnAn	UnAn	1	0.0004757554	3	3	3	3	2	2	1	2	2	3	1	0	1	1	3	4	34	0	1.157693e-05	2.097907e-05	0	0	8.539856e-06	2.987259e-05
chr4	 77548529	 77548549	chr4-1161	   18.10	-			unannotated	UnAn	UnAn	1	5.802065e-05	2	3	3	1	2	2	1	1	0	3	0	0	0	0	0	3	21	0	3.307693e-06	5.721566e-06	1.127307e-05	0	0	0
chr4	 78180476	 78180496	chr4-3131	    8.81	-				UnAn	UnAn	0	6.617711e-05	1	3	3	1	0	1	0	0	0	2	0	0	0	0	0	4	15	0	1.653847e-06	1.907189e-06	0	3.563538e-05	8.539856e-06	0
chr4	 78914082	 78914102	chr4-797	   20.70	+	ENSG00000138756	BMP2K	3'UTR	3'UTR	3'UTR	1	8.074557e-05	1	3	3	3	1	2	0	1	0	2	1	0	0	0	1	3	21	0	0	1.907189e-06	2.254614e-05	0	0	1.49363e-05
chr4	 78915818	 78915838	chr4-1052	   15.90	+	ENSG00000138756	BMP2K	3'UTR	3'UTR	3'UTR	1	8.952878e-05	1	2	3	3	2	2	0	1	1	2	0	0	0	0	2	3	22	0	0	1.907189e-06	0	3.563538e-05	8.539856e-06	0
chr4	 79538500	 79538520	chr4-15727	    3.08	-			TE|unannotated	TE	TE	2	1.898934e-05	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	6	0	3.307693e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	 80710485	 80710505	chr4-4177	    9.25	-			unannotated	UnAn	UnAn	1	4.854171e-05	0	0	1	1	1	1	0	0	0	0	0	1	0	1	2	3	11	0	3.307693e-06	1.144313e-05	0	0	0	1.49363e-05
chr4	 82129962	 82129982	chr4-139	   55.50	+				UnAn	UnAn	0	0.0002276796	3	3	3	3	2	2	1	1	1	2	1	1	1	2	2	4	32	0	9.92308e-06	9.535943e-06	0	3.563538e-05	8.539856e-06	0
chr4	 83258983	 83259003	chr4-6797	    5.73	+			Other|unannotated	Other	Other	2	0.0001091818	0	0	0	0	1	1	0	1	0	0	0	0	0	1	2	3	9	7.605141e-05	3.307693e-06	3.814377e-06	0	0	0	0
chr4	 84246838	 84246858	chr4-1026	   17.60	+				UnAn	UnAn	0	5.239842e-05	1	3	2	3	0	1	1	0	0	3	1	0	0	0	0	3	18	0	1.653847e-06	5.721566e-06	1.127307e-05	0	0	0
chr4	 87136008	 87136028	chr4-78	  113.30	+	ENSG00000172493	AFF1	3'UTR	3'UTR	3'UTR	1	0.0003920158	3	3	3	3	2	2	1	2	1	3	1	1	1	0	3	4	33	0	1.653847e-06	3.814377e-06	2.254614e-05	7.127076e-05	0	0
chr4	 87139375	 87139395	chr4-423	   34.40	+	ENSG00000172493	AFF1	3'UTR	3'UTR	3'UTR	1	0.0001508828	2	3	3	3	2	2	1	1	1	1	0	1	1	0	1	3	25	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr4	 88684900	 88684920	chr4-254	   45.80	-	ENSG00000207524	RNU6-33P	snRNA	snRNA	ncRNA	1	0.000175076	1	1	3	1	2	1	1	0	1	1	3	2	1	2	1	3	24	0	1.653847e-06	1.907189e-06	0	3.563538e-05	0	0
chr4	 91219308	 91219328	chr4-6892	    6.17	-			TE|unannotated	TE	TE	2	0.0001124833	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	3	9	7.605141e-05	3.307693e-06	5.721566e-06	0	0	0	0
chr4	 94207704	 94207724	chr4-159	   50.20	+	ENSG00000163104	SMARCAD1	5'UTR	5'UTR	5'UTR	1	0.000238169	3	3	3	3	1	2	1	2	2	4	0	1	0	0	0	3	28	0	1.653847e-06	0	3.38192e-05	0	0	1.49363e-05
chr4	 94664160	 94664180	chr4-2717	   10.60	+	ENSG00000163110	PDLIM5	3'UTR|intron	3'UTR	3'UTR	2	9.107453e-05	1	2	2	3	1	1	1	1	0	2	2	0	0	2	1	4	23	0	3.307693e-06	1.907189e-06	1.127307e-05	0	1.707971e-05	0
chr4	 94664900	 94664920	chr4-909	   24.20	+	ENSG00000163110	PDLIM5	3'UTR|intron	3'UTR	3'UTR	2	0.0001556659	1	2	3	3	2	1	0	1	2	4	1	0	0	0	1	3	24	0	3.307693e-06	0	1.127307e-05	0	8.539856e-06	0
chr4	 94666601	 94666621	chr4-237	   43.60	+	ENSG00000163110	PDLIM5	3'UTR	3'UTR	3'UTR	1	0.0004573919	2	3	3	3	2	1	1	1	2	4	3	2	0	0	3	3	33	0	3.307693e-06	0	0	3.563538e-05	0	2.987259e-05
chr4	 98880139	 98880159	chr4-1385	   16.70	-	ENSG00000151247	EIF4E	3'UTR	3'UTR	3'UTR	1	5.824598e-05	2	2	3	3	1	1	1	0	1	1	0	0	0	0	1	3	19	0	1.653847e-06	1.907189e-06	0	0	0	1.49363e-05
chr4	 98880419	 98880439	chr4-166	   57.30	-	ENSG00000151247	EIF4E	3'UTR	3'UTR	3'UTR	1	0.0002517526	3	3	3	3	2	2	1	1	2	4	0	0	1	0	0	5	30	0	8.269233e-06	5.721566e-06	1.127307e-05	3.563538e-05	0	1.49363e-05
chr4	 98880815	 98880835	chr4-27	  144.10	-	ENSG00000151247	EIF4E	3'UTR	3'UTR	3'UTR	1	0.0004747935	3	3	3	3	2	2	1	1	1	2	1	1	0	0	2	4	29	0	1.157693e-05	5.721566e-06	2.254614e-05	3.563538e-05	0	0
chr4	101025805	101025825	chr4-30	  190.80	-	ENSG00000138814	PPP3CA	3'UTR	3'UTR	3'UTR	1	0.0007296255	3	3	3	3	1	2	1	1	1	4	1	0	0	2	2	4	31	0	1.323077e-05	2.670064e-05	6.763841e-05	0	0	8.961778e-05
chr4	101118962	101118982	chr4-5779	    6.17	-	ENSG00000138814	PPP3CA	intron	intron	intron	1	3.165687e-05	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	3	11	0	4.96154e-06	1.907189e-06	0	0	0	1.49363e-05
chr4	102728542	102728562	chr4-1063	   22.00	-	ENSG00000109323	MANBA	5'UTR|downstream 10K|intron|CDS_Retained_intron	5'UTR	5'UTR	4	6.976749e-05	3	0	3	3	2	1	1	0	0	3	0	0	0	0	0	4	20	0	1.653847e-06	1.907189e-06	1.127307e-05	0	8.539856e-06	0
chr4	102796586	102796606	chr4-670	   20.30	-	ENSG00000109332	UBE2D3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	9.489153e-05	2	3	3	2	1	1	1	0	0	3	0	1	0	2	0	3	22	0	1.653847e-06	0	1.127307e-05	0	8.539856e-06	0
chr4	102797262	102797282	chr4-108	  106.70	-	ENSG00000109332	UBE2D3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004806449	3	3	3	3	2	2	1	1	2	4	1	3	0	2	2	4	36	0	6.615386e-06	5.721566e-06	2.254614e-05	0	8.539856e-06	0
chr4	103576240	103576260	chr4-111	  227.00	+	ENSG00000251577	TACR3-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.0006966915	3	3	3	3	2	2	1	2	2	4	3	3	0	1	1	5	38	0	3.307693e-06	7.628754e-06	0.0001127307	3.563538e-05	8.539856e-06	0
chr4	105486281	105486301	chr4-1342	   22.90	+				UnAn	UnAn	0	7.198633e-05	0	2	3	3	2	1	0	1	0	3	1	0	0	1	1	3	21	0	6.615386e-06	3.814377e-06	0	0	0	1.49363e-05
chr4	106347929	106347949	chr4-974	   21.60	+	ENSG00000164022	AIMP1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	8.845676e-05	2	1	3	3	2	2	1	0	2	2	1	0	0	0	1	3	23	0	1.653847e-06	0	1.127307e-05	0	0	1.49363e-05
chr4	112269578	112269598	chr4-507	   27.30	+	ENSG00000138660	AP1AR	3'UTR	3'UTR	3'UTR	1	0.0001041119	3	3	3	3	1	1	0	0	0	2	0	1	0	0	1	4	22	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	2.987259e-05
chr4	113452116	113452136	chr4-32	  142.40	-	ENSG00000145349	CAMK2D	3'UTR|intron	3'UTR	3'UTR	2	0.0005766161	3	3	3	3	2	2	1	1	2	3	1	1	1	1	2	4	33	0	0	3.814377e-06	7.891147e-05	7.127076e-05	0	4.480889e-05
chr4	113454073	113454093	chr4-116	   58.20	-	ENSG00000145349	CAMK2D	3'UTR|intron	3'UTR	3'UTR	2	0.0001647605	3	3	3	3	1	1	1	0	0	4	1	2	0	1	2	3	28	0	3.307693e-06	1.335032e-05	0	0	0	1.49363e-05
chr4	118554413	118554433	chr4-39	  173.60	+				UnAn	UnAn	0	0.0005930567	3	3	3	3	2	2	1	1	2	3	2	1	1	2	1	4	34	0	4.96154e-06	1.144313e-05	4.509227e-05	0	0	1.49363e-05
chr4	121367904	121367924	chr4-10473	    4.85	-	ENSG00000186867	QRFPR	intron|CDS_Retained_intron	CDS_RI	intron	2	1.680922e-05	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	3	8	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	123447152	123447172	chr4-12780	    3.53	-			unannotated	UnAn	UnAn	1	1.943743e-05	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	5	0	1.653847e-06	7.628754e-06	0	0	8.539856e-06	0
chr4	124949924	124949944	chr4-17280	    3.08	-			unannotated	UnAn	UnAn	1	1.55142e-05	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	3	6	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	125449032	125449052	chr4-17184	    2.20	+	ENSG00000196159	FAT4	CDS	CDS	CDS	1	5.093417e-05	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	5	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr4	127072197	127072217	chr4-5587	    9.70	-	ENSG00000250945		intron|lncRNA	lncRNA	ncRNA	2	0.0001107552	0	0	1	1	1	0	0	0	0	2	0	2	0	1	1	3	12	7.605141e-05	8.269233e-06	7.628754e-06	0	0	0	0
chr4	128753110	128753130	chr4-10009	    4.41	+			TE|unannotated	TE	TE	2	9.789623e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	3	6	7.605141e-05	1.653847e-06	0	0	0	0	1.49363e-05
